,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Scottie Barnes,38:05,8,17,.471,0,2,.000,3,4,.750,3,6,9,4,5,0,1,3,19,-3,Washington Wizards,Toronto Raptors,2023-11-13
1,Pascal Siakam,37:32,15,23,.652,0,3,.000,9,14,.643,2,9,11,7,3,0,6,1,39,+18,Washington Wizards,Toronto Raptors,2023-11-13
2,Dennis Schröder,34:54,1,12,.083,0,4,.000,2,2,1.000,1,3,4,6,0,0,3,2,4,+2,Washington Wizards,Toronto Raptors,2023-11-13
3,Jakob Poeltl,24:10,6,8,.750,0,0,,1,3,.333,3,3,6,5,0,0,1,1,13,-14,Washington Wizards,Toronto Raptors,2023-11-13
4,Otto Porter Jr.,14:15,2,6,.333,0,1,.000,1,1,1.000,1,0,1,0,1,1,0,0,5,-13,Washington Wizards,Toronto Raptors,2023-11-13
6,Gradey Dick,24:01,3,4,.750,2,3,.667,0,0,,3,1,4,2,0,0,2,2,8,+2,Washington Wizards,Toronto Raptors,2023-11-13
7,Malachi Flynn,22:45,2,5,.400,1,4,.250,1,1,1.000,0,2,2,1,1,0,1,2,6,+12,Washington Wizards,Toronto Raptors,2023-11-13
8,Chris Boucher,20:30,3,6,.500,1,2,.500,0,0,,2,5,7,2,0,3,0,1,7,+14,Washington Wizards,Toronto Raptors,2023-11-13
9,Precious Achiuwa,19:16,5,8,.625,0,1,.000,0,0,,1,3,4,1,1,0,2,1,10,+8,Washington Wizards,Toronto Raptors,2023-11-13
10,Jalen McDaniels,4:32,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,Washington Wizards,Toronto Raptors,2023-11-13
11,Markquis Nowell,0:0,Washington Wizards,Toronto Raptors,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Garrett Temple,0:0,Washington Wizards,Toronto Raptors,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Thaddeus Young,0:0,Washington Wizards,Toronto Raptors,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
