,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Zach LaVine,40:46,12,20,.600,4,11,.364,6,7,.857,0,6,6,3,1,0,3,4,34,+2,Orlando Magic,Chicago Bulls,2023-11-17
1,DeMar DeRozan,36:02,10,20,.500,1,1,1.000,2,4,.500,0,4,4,3,1,0,3,1,23,-6,Orlando Magic,Chicago Bulls,2023-11-17
2,Nikola Vučević,30:10,4,16,.250,0,3,.000,2,2,1.000,3,7,10,6,0,0,1,4,10,-4,Orlando Magic,Chicago Bulls,2023-11-17
3,Coby White,29:45,2,6,.333,0,3,.000,0,1,.000,0,1,1,4,1,0,2,2,4,+9,Orlando Magic,Chicago Bulls,2023-11-17
4,Alex Caruso,23:06,5,6,.833,4,5,.800,4,4,1.000,0,1,1,0,3,2,1,4,18,+7,Orlando Magic,Chicago Bulls,2023-11-17
6,Torrey Craig,25:55,1,3,.333,1,3,.333,0,0,,0,1,1,0,1,0,1,3,3,-15,Orlando Magic,Chicago Bulls,2023-11-17
7,Andre Drummond,17:50,1,2,.500,0,1,.000,3,4,.750,2,4,6,0,2,1,2,1,5,-2,Orlando Magic,Chicago Bulls,2023-11-17
8,Ayo Dosunmu,13:36,0,3,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,1,0,-12,Orlando Magic,Chicago Bulls,2023-11-17
9,Patrick Williams,13:01,0,3,.000,0,1,.000,0,0,,0,2,2,1,1,0,3,1,0,-9,Orlando Magic,Chicago Bulls,2023-11-17
10,Jevon Carter,9:48,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0,Orlando Magic,Chicago Bulls,2023-11-17
11,Julian Phillips,0:0,Orlando Magic,Chicago Bulls,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terry Taylor,0:0,Orlando Magic,Chicago Bulls,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
