,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Pascal Siakam,39:58,14,24,.583,2,2,1.000,5,8,.625,1,4,5,4,0,0,2,5,35,-5,Toronto Raptors,Detroit Pistons,2023-12-30
1,Gary Trent Jr.,39:28,8,16,.500,6,9,.667,2,2,1.000,0,1,1,4,4,1,0,3,24,+4,Toronto Raptors,Detroit Pistons,2023-12-30
2,Dennis Schröder,36:59,11,18,.611,3,6,.500,5,5,1.000,0,0,0,9,0,0,1,1,30,+4,Toronto Raptors,Detroit Pistons,2023-12-30
3,Scottie Barnes,36:16,8,20,.400,1,5,.200,5,5,1.000,2,7,9,2,2,1,1,4,22,+1,Toronto Raptors,Detroit Pistons,2023-12-30
4,Jakob Poeltl,34:42,2,4,.500,0,0,,0,0,,2,12,14,5,1,3,0,4,4,+8,Toronto Raptors,Detroit Pistons,2023-12-30
6,Jalen McDaniels,17:25,0,3,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,3,2,-7,Toronto Raptors,Detroit Pistons,2023-12-30
7,Chris Boucher,16:43,0,1,.000,0,1,.000,4,6,.667,0,2,2,0,0,0,0,2,4,-3,Toronto Raptors,Detroit Pistons,2023-12-30
8,Thaddeus Young,10:59,3,5,.600,0,0,,0,0,,1,0,1,1,2,0,2,3,6,-9,Toronto Raptors,Detroit Pistons,2023-12-30
9,Otto Porter Jr.,7:30,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-3,Toronto Raptors,Detroit Pistons,2023-12-30
10,Gradey Dick,0:0,Toronto Raptors,Detroit Pistons,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Garrett Temple,Did Not Dress,Toronto Raptors,Detroit Pistons,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
