,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Xavier Tillman Sr.,30:35,.765,.850,.200,.700,12.8,19.6,15.9,11.0,1.6,5.4,13.3,20.4,135,128,7.8,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
1,Jaren Jackson Jr.,29:37,.430,.325,.400,.500,6.6,16.2,10.9,5.2,1.7,2.8,3.9,35.5,102,130,-7.2,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
2,Luke Kennard,29:16,.786,.786,.714,.000,3.3,24.6,12.9,28.6,0.0,0.0,12.5,11.3,158,134,2.5,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
3,Vince Williams Jr.,26:32,.500,.500,.833,.000,7.4,4.5,6.1,4.8,1.9,0.0,14.3,10.9,108,134,-7.4,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
4,Desmond Bane,22:48,.533,.409,.545,.636,0.0,5.3,2.4,18.2,2.2,0.0,0.0,25.6,134,133,0.5,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
6,David Roddy,26:55,.773,.773,.455,.000,3.6,22.3,12.0,25.0,1.9,0.0,15.4,20.0,135,130,6.6,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
7,Jacob Gilyard,20:07,.000,.000,1.000,.000,0.0,6.0,2.7,46.6,0.0,0.0,33.3,6.2,113,138,-9.1,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
8,Jake LaRavia,19:53,.600,.600,.400,.000,9.9,12.1,10.8,8.3,0.0,4.2,0.0,20.8,136,133,-0.3,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
9,Ziaire Williams,18:43,.542,.542,.417,.000,10.5,6.4,8.6,18.2,0.0,0.0,7.7,28.8,116,138,-1.8,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
10,GG Jackson II,9:18,.316,.200,.200,.600,31.6,25.8,29.0,14.4,0.0,0.0,0.0,28.1,109,134,-10.3,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
11,John Konchar,6:16,.000,.000,1.000,.000,0.0,19.1,8.6,18.7,0.0,0.0,0.0,6.6,68,135,-11.9,Los Angeles Clippers,Memphis Grizzlies,2024-01-12
12,Santi Aldama,Did Not Dress,Los Angeles Clippers,Memphis Grizzlies,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
