,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jayson Tatum,38:39,.690,.659,.364,.273,0.0,24.4,14.7,23.8,2.6,2.2,14.0,35.1,122,102,10.5,Boston Celtics,New York Knicks,2023-10-25
1,Jaylen Brown,38:08,.431,.364,.364,.364,0.0,13.5,8.1,19.7,1.3,0.0,13.6,18.3,94,112,-6.0,Boston Celtics,New York Knicks,2023-10-25
2,Kristaps Porziņģis,37:54,.773,.700,.600,.667,3.4,15.8,10.9,0.0,0.0,9.0,4.9,25.5,150,109,11.5,Boston Celtics,New York Knicks,2023-10-25
3,Jrue Holiday,34:47,.450,.450,.500,.000,7.5,4.9,5.9,8.8,0.0,7.4,16.7,16.3,92,116,-3.0,Boston Celtics,New York Knicks,2023-10-25
4,Derrick White,31:56,.773,.750,.500,.667,0.0,16.1,9.7,9.7,3.2,2.7,11.4,13.0,142,105,5.5,Boston Celtics,New York Knicks,2023-10-25
6,Al Horford,25:47,1.000,1.000,.750,.000,15.1,13.3,14.0,11.9,0.0,0.0,42.9,12.8,125,116,2.0,Boston Celtics,New York Knicks,2023-10-25
7,Sam Hauser,13:47,.000,.000,1.000,.000,0.0,12.4,7.5,0.0,3.7,6.2,0.0,13.7,0,104,-10.6,Boston Celtics,New York Knicks,2023-10-25
8,Payton Pritchard,11:02,.410,.250,.750,.500,0.0,7.8,4.7,13.3,0.0,0.0,0.0,20.9,100,119,-7.9,Boston Celtics,New York Knicks,2023-10-25
9,Luke Kornet,8:00,.000,.000,.000,.000,16.2,0.0,6.5,32.4,0.0,10.7,0.0,5.9,123,119,7.7,Boston Celtics,New York Knicks,2023-10-25
10,Dalano Banton,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Oshae Brissett,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Svi Mykhailiuk,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Neemias Queta,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lamar Stevens,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jordan Walsh,0:0,Boston Celtics,New York Knicks,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
