,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jerami Grant,39:32,8,20,.400,4,9,.444,4,4,1.000,0,4,4,3,1,0,1,0,24,-13,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
1,Shaedon Sharpe,38:01,7,17,.412,1,5,.200,2,2,1.000,2,7,9,2,1,1,10,4,17,-5,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
2,Deandre Ayton,37:48,8,14,.571,0,0,,1,2,.500,7,5,12,2,2,0,4,4,17,-7,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
3,Toumani Camara,35:52,3,8,.375,1,6,.167,3,5,.600,2,4,6,0,2,1,1,3,10,-7,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
4,Skylar Mays,25:31,6,14,.429,3,7,.429,0,0,,3,2,5,8,2,0,0,3,15,-10,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
6,Matisse Thybulle,23:38,2,3,.667,1,2,.500,0,0,,1,3,4,1,2,0,2,1,5,-9,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
7,Jabari Walker,18:10,2,6,.333,0,2,.000,3,5,.600,2,3,5,1,0,0,0,0,7,+2,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
8,Duop Reath,10:12,0,5,.000,0,4,.000,0,0,,1,1,2,0,0,0,0,1,0,-5,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
9,Kris Murray,5:29,0,2,.000,0,2,.000,0,0,,1,0,1,0,1,0,0,1,0,-4,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
10,Justin Minaya,4:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
11,Jamaree Bouyea,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Los Angeles Lakers,Portland Trail Blazers,2023-11-17
12,Moses Brown,0:0,Los Angeles Lakers,Portland Trail Blazers,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ish Wainright,Did Not Dress,Los Angeles Lakers,Portland Trail Blazers,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
