,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Isaiah Stewart,37:41,7,17,.412,1,6,.167,1,2,.500,4,2,6,4,1,2,3,4,16,+19,Detroit Pistons,Washington Wizards,2024-01-15
1,Kevin Knox,32:52,1,7,.143,1,4,.250,2,2,1.000,2,0,2,1,0,0,1,0,5,+7,Detroit Pistons,Washington Wizards,2024-01-15
2,Jaden Ivey,32:28,9,18,.500,2,7,.286,4,7,.571,1,6,7,6,0,3,5,0,24,+3,Detroit Pistons,Washington Wizards,2024-01-15
3,Jalen Duren,26:00,8,8,1.000,0,0,,4,5,.800,2,17,19,4,0,1,2,3,20,+8,Detroit Pistons,Washington Wizards,2024-01-15
4,Killian Hayes,24:29,2,4,.500,0,1,.000,0,0,,0,1,1,6,0,0,1,1,4,-4,Detroit Pistons,Washington Wizards,2024-01-15
6,Alec Burks,28:37,11,17,.647,8,12,.667,4,4,1.000,0,2,2,2,0,0,1,2,34,+18,Detroit Pistons,Washington Wizards,2024-01-15
7,Ausar Thompson,27:11,6,8,.750,0,1,.000,2,3,.667,1,7,8,2,3,0,0,2,14,+9,Detroit Pistons,Washington Wizards,2024-01-15
8,James Wiseman,14:44,3,4,.750,0,0,,0,0,,2,3,5,0,0,2,0,1,6,+1,Detroit Pistons,Washington Wizards,2024-01-15
9,Marcus Sasser,11:08,3,7,.429,0,0,,0,0,,0,2,2,4,0,2,1,0,6,+9,Detroit Pistons,Washington Wizards,2024-01-15
10,Joe Harris,4:49,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-10,Detroit Pistons,Washington Wizards,2024-01-15
11,Bojan Bogdanović,0:0,Detroit Pistons,Washington Wizards,2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Stanley Umude,0:0,Detroit Pistons,Washington Wizards,2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
