,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Anthony Edwards,35:44,.731,.737,.211,.263,0.0,21.1,13.1,29.3,1.4,0.0,22.1,34.9,117,101,5.3,Utah Jazz,Minnesota Timberwolves,2023-11-04
1,Karl-Anthony Towns,32:03,.679,.571,.429,.714,0.0,20.6,12.8,4.3,3.2,0.0,9.8,29.2,131,97,2.6,Utah Jazz,Minnesota Timberwolves,2023-11-04
2,Rudy Gobert,28:30,.506,.500,.000,.200,21.7,19.8,20.5,4.6,0.0,14.0,8.4,19.1,118,98,-1.8,Utah Jazz,Minnesota Timberwolves,2023-11-04
3,Mike Conley,28:12,.389,.389,.444,.000,0.0,10.0,6.2,25.6,1.8,0.0,0.0,14.6,117,105,-4.9,Utah Jazz,Minnesota Timberwolves,2023-11-04
4,Jaden McDaniels,20:00,.625,.625,.500,.000,0.0,0.0,0.0,6.0,2.6,5.0,0.0,9.2,139,107,-1.8,Utah Jazz,Minnesota Timberwolves,2023-11-04
6,Kyle Anderson,26:57,.872,.833,.000,.333,5.7,7.0,6.5,29.6,1.9,7.4,0.0,11.7,192,104,14.3,Utah Jazz,Minnesota Timberwolves,2023-11-04
7,Naz Reid,22:06,.743,.722,.556,.444,14.0,12.8,13.2,6.4,0.0,0.0,8.5,24.4,146,108,6.5,Utah Jazz,Minnesota Timberwolves,2023-11-04
8,Nickeil Alexander-Walker,17:30,.000,.000,.333,.333,8.8,10.8,10.0,6.1,5.8,17.1,0.0,9.0,49,89,5.4,Utah Jazz,Minnesota Timberwolves,2023-11-04
9,Shake Milton,15:11,.694,.500,.500,1.000,10.2,6.2,7.7,0.0,3.4,6.6,0.0,17.4,160,101,5.6,Utah Jazz,Minnesota Timberwolves,2023-11-04
10,Troy Brown Jr.,3:35,1.000,1.000,.000,.000,0.0,52.5,32.7,0.0,0.0,0.0,0.0,12.8,200,87,8.7,Utah Jazz,Minnesota Timberwolves,2023-11-04
11,Jordan McLaughlin,3:35,,,,,0.0,0.0,0.0,29.8,0.0,0.0,,0.0,220,115,-4.4,Utah Jazz,Minnesota Timberwolves,2023-11-04
12,Josh Minott,3:35,.862,1.000,.000,3.000,0.0,0.0,0.0,42.4,0.0,0.0,0.0,29.7,185,115,22.3,Utah Jazz,Minnesota Timberwolves,2023-11-04
13,Daishen Nix,3:00,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,17.0,0.0,0.0,15.3,200,77,29.0,Utah Jazz,Minnesota Timberwolves,2023-11-04
