,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,12:00,3,4,.750,2,2,1.000,1,2,.500,3,2,5,0,0,0,0,0,9,+1,Phoenix Suns,Utah Jazz,2023-11-19
1,John Collins,9:46,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,5,0,Phoenix Suns,Utah Jazz,2023-11-19
2,Jordan Clarkson,5:22,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-5,Phoenix Suns,Utah Jazz,2023-11-19
3,Ochai Agbaji,4:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Phoenix Suns,Utah Jazz,2023-11-19
4,Keyonte George,4:15,0,0,,0,0,,0,0,,0,0,0,2,0,0,1,0,0,-3,Phoenix Suns,Utah Jazz,2023-11-19
6,Talen Horton-Tucker,7:45,1,3,.333,0,1,.000,2,2,1.000,1,1,2,3,0,0,0,0,4,+4,Phoenix Suns,Utah Jazz,2023-11-19
7,Collin Sexton,7:45,3,4,.750,2,3,.667,0,0,,0,2,2,1,1,0,1,0,8,+4,Phoenix Suns,Utah Jazz,2023-11-19
8,Kelly Olynyk,2:14,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,3,0,+1,Phoenix Suns,Utah Jazz,2023-11-19
9,Simone Fontecchio,6:38,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,1,1,1,3,+6,Phoenix Suns,Utah Jazz,2023-11-19
10,Kris Dunn,0:0,Phoenix Suns,Utah Jazz,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Taylor Hendricks,0:0,Phoenix Suns,Utah Jazz,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Luka Šamanić,0:0,Phoenix Suns,Utah Jazz,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brice Sensabaugh,0:0,Phoenix Suns,Utah Jazz,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Omer Yurtseven,0:0,Phoenix Suns,Utah Jazz,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
