,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Scottie Barnes,35:10,9,15,.600,1,3,.333,5,6,.833,2,8,10,10,1,1,1,3,24,+1,Cleveland Cavaliers,Toronto Raptors,2024-02-10
1,RJ Barrett,32:39,5,14,.357,0,2,.000,4,7,.571,2,5,7,1,1,0,2,0,14,-12,Cleveland Cavaliers,Toronto Raptors,2024-02-10
2,Immanuel Quickley,32:23,4,10,.400,2,4,.500,0,0,,1,2,3,4,1,0,0,1,10,-12,Cleveland Cavaliers,Toronto Raptors,2024-02-10
3,Gary Trent Jr.,22:59,2,7,.286,2,5,.400,0,0,,0,2,2,2,1,0,1,1,6,-2,Cleveland Cavaliers,Toronto Raptors,2024-02-10
4,Jakob Poeltl,20:59,3,7,.429,0,0,,0,2,.000,3,4,7,1,0,1,0,2,6,-14,Cleveland Cavaliers,Toronto Raptors,2024-02-10
6,Kelly Olynyk,22:18,4,10,.400,1,2,.500,2,2,1.000,4,2,6,3,3,1,2,0,11,-19,Cleveland Cavaliers,Toronto Raptors,2024-02-10
7,Gradey Dick,22:15,4,8,.500,3,6,.500,3,3,1.000,0,0,0,1,0,0,1,2,14,-22,Cleveland Cavaliers,Toronto Raptors,2024-02-10
8,Bruce Brown,19:53,1,5,.200,0,2,.000,0,0,,0,2,2,0,0,0,1,1,2,-21,Cleveland Cavaliers,Toronto Raptors,2024-02-10
9,Ochai Agbaji,19:24,3,9,.333,0,5,.000,2,3,.667,0,2,2,0,0,0,1,3,8,-7,Cleveland Cavaliers,Toronto Raptors,2024-02-10
10,Jalen McDaniels,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
11,Jordan Nwora,3:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
12,Jontay Porter,3:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
13,Garrett Temple,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
14,Chris Boucher,0:0,Cleveland Cavaliers,Toronto Raptors,2024-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Justise Winslow,0:0,Cleveland Cavaliers,Toronto Raptors,2024-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
