,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Trae Young,39:46,11,19,.579,4,8,.500,14,19,.737,0,3,3,13,3,0,5,2,40,-13,Atlanta Hawks,Washington Wizards,2023-12-31
1,Jalen Johnson,36:36,9,12,.750,2,4,.500,4,5,.800,0,13,13,4,0,0,1,2,24,-13,Atlanta Hawks,Washington Wizards,2023-12-31
2,Dejounte Murray,34:10,13,21,.619,3,6,.500,3,5,.600,1,5,6,3,0,0,1,1,32,0,Atlanta Hawks,Washington Wizards,2023-12-31
3,Clint Capela,32:53,5,11,.455,0,0,,1,4,.250,7,10,17,3,1,1,3,4,11,-4,Atlanta Hawks,Washington Wizards,2023-12-31
4,Saddiq Bey,32:12,4,10,.400,2,5,.400,1,3,.333,3,8,11,0,0,1,1,3,11,-2,Atlanta Hawks,Washington Wizards,2023-12-31
6,Bogdan Bogdanović,27:20,5,19,.263,1,8,.125,1,1,1.000,0,1,1,1,0,0,0,1,12,+24,Atlanta Hawks,Washington Wizards,2023-12-31
7,Bruno Fernando,14:59,0,2,.000,0,0,,0,0,,0,3,3,2,1,0,1,4,0,+7,Atlanta Hawks,Washington Wizards,2023-12-31
8,Garrison Mathews,13:50,0,0,,0,0,,0,0,,1,1,2,1,0,1,0,1,0,+4,Atlanta Hawks,Washington Wizards,2023-12-31
9,Patty Mills,8:14,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,+17,Atlanta Hawks,Washington Wizards,2023-12-31
10,Trent Forrest,0:0,Atlanta Hawks,Washington Wizards,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AJ Griffin,0:0,Atlanta Hawks,Washington Wizards,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Wesley Matthews,0:0,Atlanta Hawks,Washington Wizards,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
