,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Klay Thompson,36:16,6,18,.333,3,11,.273,0,0,,1,6,7,3,0,1,3,3,15,+9,Phoenix Suns,Golden State Warriors,2023-10-24
1,Chris Paul,34:13,4,15,.267,0,6,.000,6,7,.857,1,5,6,9,2,0,1,0,14,+5,Phoenix Suns,Golden State Warriors,2023-10-24
2,Stephen Curry,30:45,8,20,.400,4,14,.286,7,7,1.000,1,4,5,1,1,0,2,5,27,-9,Phoenix Suns,Golden State Warriors,2023-10-24
3,Kevon Looney,27:58,3,6,.500,0,0,,1,1,1.000,5,6,11,1,0,0,2,2,7,-11,Phoenix Suns,Golden State Warriors,2023-10-24
4,Andrew Wiggins,27:17,4,12,.333,0,3,.000,2,3,.667,1,0,1,0,0,1,0,3,10,-22,Phoenix Suns,Golden State Warriors,2023-10-24
6,Gary Payton II,21:40,0,5,.000,0,2,.000,1,2,.500,0,2,2,2,3,0,0,1,1,+15,Phoenix Suns,Golden State Warriors,2023-10-24
7,Jonathan Kuminga,20:08,4,8,.500,0,0,,4,6,.667,3,3,6,1,2,1,2,5,12,+4,Phoenix Suns,Golden State Warriors,2023-10-24
8,Dario Šarić,20:02,3,11,.273,1,3,.333,0,0,,4,3,7,1,0,2,0,3,7,+7,Phoenix Suns,Golden State Warriors,2023-10-24
9,Moses Moody,17:59,4,6,.667,2,4,.500,1,2,.500,1,2,3,0,3,1,1,1,11,-6,Phoenix Suns,Golden State Warriors,2023-10-24
10,Cory Joseph,3:42,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-12,Phoenix Suns,Golden State Warriors,2023-10-24
11,Trayce Jackson-Davis,0:0,Phoenix Suns,Golden State Warriors,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Brandin Podziemski,0:0,Phoenix Suns,Golden State Warriors,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
