,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,LaMelo Ball,39:04,11,23,.478,5,10,.500,3,3,1.000,2,8,10,13,1,1,3,6,30,+1,Charlotte Hornets,Dallas Mavericks,2023-11-05
1,Brandon Miller,35:52,3,12,.250,0,5,.000,1,2,.500,0,1,1,1,1,0,0,3,7,-9,Charlotte Hornets,Dallas Mavericks,2023-11-05
2,P.J. Washington,34:15,8,15,.533,1,4,.250,3,4,.750,0,4,4,1,0,0,0,3,20,+8,Charlotte Hornets,Dallas Mavericks,2023-11-05
3,Gordon Hayward,33:47,9,23,.391,1,4,.250,1,4,.250,2,2,4,8,1,0,1,2,20,-4,Charlotte Hornets,Dallas Mavericks,2023-11-05
4,Mark Williams,27:17,8,8,1.000,0,0,,3,6,.500,2,8,10,1,0,0,2,3,19,-1,Charlotte Hornets,Dallas Mavericks,2023-11-05
6,Théo Maledon,20:51,4,9,.444,1,6,.167,0,0,,0,0,0,4,0,0,1,1,9,-7,Charlotte Hornets,Dallas Mavericks,2023-11-05
7,Nick Richards,20:43,6,7,.857,0,0,,0,0,,3,6,9,1,0,1,0,4,12,-5,Charlotte Hornets,Dallas Mavericks,2023-11-05
8,JT Thor,14:57,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,0,0,0,-10,Charlotte Hornets,Dallas Mavericks,2023-11-05
9,Bryce McGowens,9:53,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,2,0,0,0,1,+1,Charlotte Hornets,Dallas Mavericks,2023-11-05
10,Ish Smith,3:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,3,0,-4,Charlotte Hornets,Dallas Mavericks,2023-11-05
11,Amari Bailey,0:0,Charlotte Hornets,Dallas Mavericks,2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Leaky Black,0:0,Charlotte Hornets,Dallas Mavericks,2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Nick Smith Jr.,0:0,Charlotte Hornets,Dallas Mavericks,2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
