,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Franz Wagner,34:56,.500,.500,.353,.000,0.0,28.2,13.9,25.8,0.0,2.9,15.0,24.4,104,97,2.4,Boston Celtics,Orlando Magic,2023-11-24
1,Paolo Banchero,34:32,.681,.688,.375,.125,3.5,21.4,12.3,23.9,0.0,0.0,15.1,24.5,126,100,7.2,Boston Celtics,Orlando Magic,2023-11-24
2,Jalen Suggs,28:13,.563,.563,.500,.250,0.0,17.4,8.6,4.5,1.7,0.0,25.3,17.9,88,97,-1.0,Boston Celtics,Orlando Magic,2023-11-24
3,Goga Bitadze,18:42,.600,.600,.000,.000,12.8,19.7,16.2,21.8,2.6,5.5,0.0,11.4,155,90,10.0,Boston Celtics,Orlando Magic,2023-11-24
4,Anthony Black,6:14,.000,.000,.000,.000,0.0,19.7,9.7,0.0,0.0,0.0,50.0,13.7,0,100,-18.2,Boston Celtics,Orlando Magic,2023-11-24
6,Cole Anthony,28:31,.426,.412,.235,.235,4.2,8.6,6.4,30.7,3.4,3.6,13.8,32.5,97,92,2.8,Boston Celtics,Orlando Magic,2023-11-24
7,Moritz Wagner,23:45,.796,.731,.231,.692,10.1,5.2,7.7,0.0,0.0,0.0,5.6,32.2,158,102,12.5,Boston Celtics,Orlando Magic,2023-11-24
8,Joe Ingles,21:03,.833,.833,.333,.000,5.7,23.4,14.4,11.9,0.0,0.0,40.0,10.1,111,100,1.8,Boston Celtics,Orlando Magic,2023-11-24
9,Gary Harris,19:25,.581,.500,1.000,.333,12.4,6.3,9.4,0.0,0.0,0.0,36.8,11.9,91,102,-3.0,Boston Celtics,Orlando Magic,2023-11-24
10,Jonathan Isaac,15:52,.665,.500,.500,2.000,22.7,31.0,26.8,0.0,0.0,0.0,0.0,10.1,165,99,2.1,Boston Celtics,Orlando Magic,2023-11-24
11,Caleb Houstan,8:46,,,,,13.7,14.0,13.9,0.0,5.6,0.0,,0.0,221,90,8.6,Boston Celtics,Orlando Magic,2023-11-24
12,Jett Howard,0:0,Boston Celtics,Orlando Magic,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Chuma Okeke,0:0,Boston Celtics,Orlando Magic,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Admiral Schofield,0:0,Boston Celtics,Orlando Magic,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
