,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Julius Randle,30:26,7,15,.467,1,5,.200,2,2,1.000,3,4,7,8,1,0,2,2,17,+25,Denver Nuggets,New York Knicks,2024-01-25
1,OG Anunoby,29:19,10,18,.556,3,9,.333,3,5,.600,0,2,2,1,6,0,1,2,26,+38,Denver Nuggets,New York Knicks,2024-01-25
2,Jalen Brunson,26:33,7,10,.700,1,2,.500,6,6,1.000,0,1,1,4,0,0,2,0,21,+24,Denver Nuggets,New York Knicks,2024-01-25
3,Donte DiVincenzo,26:03,5,10,.500,4,9,.444,2,2,1.000,2,1,3,6,1,0,0,2,16,+27,Denver Nuggets,New York Knicks,2024-01-25
4,Jericho Sims,25:28,1,1,1.000,0,0,,0,0,,1,7,8,0,0,1,1,4,2,+20,Denver Nuggets,New York Knicks,2024-01-25
6,Josh Hart,26:07,2,5,.400,0,2,.000,0,0,,0,7,7,3,1,1,0,0,4,+6,Denver Nuggets,New York Knicks,2024-01-25
7,Quentin Grimes,22:55,7,11,.636,2,5,.400,3,3,1.000,0,5,5,0,0,0,2,0,19,+13,Denver Nuggets,New York Knicks,2024-01-25
8,Precious Achiuwa,22:32,1,4,.250,0,0,,0,0,,6,4,10,3,0,1,0,1,2,+18,Denver Nuggets,New York Knicks,2024-01-25
9,Miles McBride,21:27,4,9,.444,4,5,.800,1,2,.500,0,1,1,1,2,0,0,2,13,+14,Denver Nuggets,New York Knicks,2024-01-25
10,Ryan Arcidiacono,5:21,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,+3,Denver Nuggets,New York Knicks,2024-01-25
11,Malachi Flynn,3:49,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2,Denver Nuggets,New York Knicks,2024-01-25
12,Evan Fournier,0:0,Denver Nuggets,New York Knicks,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
