,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Kevin Durant,37:14,.694,.667,.095,.143,0.0,13.2,7.6,44.2,0.0,2.3,11.8,32.2,140,125,6.3,Portland Trail Blazers,Phoenix Suns,2023-11-21
1,Eric Gordon,36:03,1.000,1.000,.600,.000,0.0,6.8,3.9,14.1,1.5,2.4,28.6,9.2,141,124,2.3,Portland Trail Blazers,Phoenix Suns,2023-11-21
2,Grayson Allen,35:05,.800,.800,.200,.000,0.0,21.0,12.1,18.2,3.1,0.0,16.7,8.1,150,116,2.8,Portland Trail Blazers,Phoenix Suns,2023-11-21
3,Devin Booker,33:26,.574,.450,.150,.500,0.0,11.0,6.3,28.6,1.6,2.6,3.9,36.0,137,122,1.6,Portland Trail Blazers,Phoenix Suns,2023-11-21
4,Jusuf Nurkić,29:13,.758,.727,.364,.182,34.0,25.3,29.0,0.0,1.8,11.7,20.2,24.1,134,110,2.9,Portland Trail Blazers,Phoenix Suns,2023-11-21
6,Nassir Little,22:10,.838,.750,.500,.667,14.9,16.7,15.9,0.0,2.4,3.9,0.0,16.6,187,117,8.3,Portland Trail Blazers,Phoenix Suns,2023-11-21
7,Drew Eubanks,13:03,.565,.250,.000,1.250,25.4,0.0,10.8,0.0,0.0,0.0,24.4,29.8,110,131,-21.4,Portland Trail Blazers,Phoenix Suns,2023-11-21
8,Josh Okogie,13:01,1.136,,,,12.7,18.9,16.3,8.6,4.1,0.0,53.2,6.8,137,115,3.5,Portland Trail Blazers,Phoenix Suns,2023-11-21
9,Keita Bates-Diop,10:05,.266,.000,.000,2.000,0.0,12.2,7.0,0.0,0.0,0.0,0.0,8.8,69,127,-11.9,Portland Trail Blazers,Phoenix Suns,2023-11-21
10,Chimezie Metu,5:44,,,,,0.0,0.0,0.0,19.5,9.4,0.0,,0.0,216,110,7.9,Portland Trail Blazers,Phoenix Suns,2023-11-21
11,Jordan Goodwin,4:54,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,81,131,-22.7,Portland Trail Blazers,Phoenix Suns,2023-11-21
12,Udoka Azubuike,0:0,Portland Trail Blazers,Phoenix Suns,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bol Bol,0:0,Portland Trail Blazers,Phoenix Suns,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Saben Lee,0:0,Portland Trail Blazers,Phoenix Suns,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
