,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Luka Dončić,38:05,12,27,.444,1,8,.125,5,5,1.000,0,3,3,4,2,2,4,4,30,-14,Dallas Mavericks,Los Angeles Clippers,2023-11-25
1,Grant Williams,34:35,2,3,.667,1,2,.500,0,0,,3,1,4,1,0,0,1,4,5,-9,Dallas Mavericks,Los Angeles Clippers,2023-11-25
2,Kyrie Irving,32:11,11,22,.500,3,7,.429,1,1,1.000,0,6,6,3,1,0,1,3,26,+1,Dallas Mavericks,Los Angeles Clippers,2023-11-25
3,Richaun Holmes,21:15,0,4,.000,0,0,,0,2,.000,2,3,5,1,0,2,0,3,0,-6,Dallas Mavericks,Los Angeles Clippers,2023-11-25
4,Derrick Jones Jr.,19:58,1,5,.200,1,3,.333,1,2,.500,0,1,1,1,1,1,0,1,4,-26,Dallas Mavericks,Los Angeles Clippers,2023-11-25
6,Tim Hardaway Jr.,29:17,5,14,.357,2,9,.222,0,0,,0,3,3,0,0,0,1,2,12,-9,Dallas Mavericks,Los Angeles Clippers,2023-11-25
7,Dante Exum,17:37,1,4,.250,0,1,.000,0,0,,3,5,8,2,1,0,1,1,2,+4,Dallas Mavericks,Los Angeles Clippers,2023-11-25
8,Dwight Powell,14:56,0,0,,0,0,,2,2,1.000,0,2,2,3,0,0,0,2,2,-17,Dallas Mavericks,Los Angeles Clippers,2023-11-25
9,Josh Green,9:22,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,-15,Dallas Mavericks,Los Angeles Clippers,2023-11-25
10,Seth Curry,8:25,1,5,.200,1,4,.250,0,0,,0,0,0,0,0,0,0,2,3,-4,Dallas Mavericks,Los Angeles Clippers,2023-11-25
11,Jaden Hardy,7:51,1,3,.333,0,1,.000,2,2,1.000,2,2,4,1,0,0,1,0,4,+1,Dallas Mavericks,Los Angeles Clippers,2023-11-25
12,Olivier-Maxence Prosper,6:28,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,0,0,-1,Dallas Mavericks,Los Angeles Clippers,2023-11-25
13,Markieff Morris,0:0,Dallas Mavericks,Los Angeles Clippers,2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
