,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Brandon Ingram,33:37,8,19,.421,7,11,.636,5,5,1.000,1,9,10,10,3,0,2,3,28,+20,Charlotte Hornets,New Orleans Pelicans,2024-01-17
1,CJ McCollum,28:53,8,15,.533,4,9,.444,2,2,1.000,2,3,5,6,0,2,1,2,22,+4,Charlotte Hornets,New Orleans Pelicans,2024-01-17
2,Zion Williamson,27:23,5,11,.455,0,0,,3,4,.750,2,3,5,9,3,0,2,1,13,+6,Charlotte Hornets,New Orleans Pelicans,2024-01-17
3,Jonas Valančiūnas,24:36,1,3,.333,0,0,,2,2,1.000,3,4,7,0,0,0,1,1,4,+4,Charlotte Hornets,New Orleans Pelicans,2024-01-17
4,Herbert Jones,23:44,3,5,.600,2,3,.667,1,2,.500,0,1,1,1,2,0,0,0,9,+15,Charlotte Hornets,New Orleans Pelicans,2024-01-17
6,Jordan Hawkins,24:16,7,12,.583,6,9,.667,1,2,.500,2,4,6,1,1,0,2,1,21,+5,Charlotte Hornets,New Orleans Pelicans,2024-01-17
7,Trey Murphy III,23:33,6,13,.462,5,12,.417,1,2,.500,0,5,5,1,1,0,2,2,18,+18,Charlotte Hornets,New Orleans Pelicans,2024-01-17
8,Larry Nance Jr.,18:30,3,3,1.000,1,1,1.000,0,0,,2,4,6,2,0,1,0,1,7,+21,Charlotte Hornets,New Orleans Pelicans,2024-01-17
9,Naji Marshall,17:00,3,5,.600,0,1,.000,2,2,1.000,1,1,2,1,1,0,0,0,8,+4,Charlotte Hornets,New Orleans Pelicans,2024-01-17
10,Dyson Daniels,13:23,0,2,.000,0,1,.000,0,0,,2,0,2,1,0,0,2,1,0,+7,Charlotte Hornets,New Orleans Pelicans,2024-01-17
11,Jose Alvarado,2:32,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,2,2,-2,Charlotte Hornets,New Orleans Pelicans,2024-01-17
12,Cody Zeller,2:32,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-2,Charlotte Hornets,New Orleans Pelicans,2024-01-17
