,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Paul George,37:44,9,17,.529,3,9,.333,15,15,1.000,1,3,4,1,0,0,2,1,36,+3,Los Angeles Clippers,Utah Jazz,2023-10-27
1,Russell Westbrook,36:49,2,4,.500,0,1,.000,0,0,,1,8,9,4,1,1,5,4,4,-4,Los Angeles Clippers,Utah Jazz,2023-10-27
2,Kawhi Leonard,36:45,10,22,.455,4,10,.400,1,3,.333,3,6,9,5,2,0,1,1,25,+9,Los Angeles Clippers,Utah Jazz,2023-10-27
3,Robert Covington,19:38,1,3,.333,1,3,.333,1,2,.500,0,1,1,2,2,0,0,4,4,-6,Los Angeles Clippers,Utah Jazz,2023-10-27
4,Ivica Zubac,19:26,3,6,.500,0,0,,0,2,.000,0,2,2,0,0,2,1,2,6,+1,Los Angeles Clippers,Utah Jazz,2023-10-27
6,Nicolas Batum,30:16,3,4,.750,2,3,.667,0,0,,0,2,2,3,1,3,0,4,8,-4,Los Angeles Clippers,Utah Jazz,2023-10-27
7,Norman Powell,25:16,7,10,.700,2,4,.500,4,4,1.000,0,3,3,1,1,0,1,2,20,+3,Los Angeles Clippers,Utah Jazz,2023-10-27
8,Bones Hyland,22:11,5,10,.500,2,5,.400,0,0,,0,2,2,1,1,0,3,2,12,-1,Los Angeles Clippers,Utah Jazz,2023-10-27
9,Mason Plumlee,11:55,1,1,1.000,0,0,,1,2,.500,1,3,4,0,0,0,1,2,3,-11,Los Angeles Clippers,Utah Jazz,2023-10-27
10,Kobe Brown,0:0,Los Angeles Clippers,Utah Jazz,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Amir Coffey,0:0,Los Angeles Clippers,Utah Jazz,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Moussa Diabaté,0:0,Los Angeles Clippers,Utah Jazz,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,KJ Martin,0:0,Los Angeles Clippers,Utah Jazz,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jordan Miller,0:0,Los Angeles Clippers,Utah Jazz,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
