Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Nikola Jokić,28.0,56,56.0,1896,576,988,0.583,59,168,0.351,517,820,0.63,0.613,253,311,0.814,164,523,687,519,68,51,163,144,1464
2.0,Michael Porter Jr.,25.0,57,57.0,1806,356,752,0.473,154,394,0.391,202,358,0.564,0.576,60,74,0.811,80,323,403,82,26,40,61,108,926
3.0,Kentavious Caldwell-Pope,30.0,53,53.0,1679,181,413,0.438,75,200,0.375,106,213,0.498,0.529,87,95,0.916,23,102,125,124,68,23,51,98,524
4.0,Aaron Gordon,28.0,52,52.0,1637,284,515,0.551,29,98,0.296,255,417,0.612,0.58,122,191,0.639,125,212,337,163,43,36,76,99,719
5.0,Reggie Jackson,33.0,58,16.0,1332,248,547,0.453,73,202,0.361,175,345,0.507,0.52,52,67,0.776,23,95,118,229,33,9,77,106,621
6.0,Jamal Murray,26.0,42,42.0,1325,326,691,0.472,100,244,0.41,226,447,0.506,0.544,113,132,0.856,28,137,165,269,35,30,86,80,865
7.0,Christian Braun,22.0,58,0.0,1109,147,335,0.439,38,106,0.358,109,229,0.476,0.496,73,102,0.716,51,155,206,81,25,22,39,88,405
8.0,Peyton Watson,21.0,56,4.0,1021,146,308,0.474,40,116,0.345,106,192,0.552,0.539,54,79,0.684,37,127,164,57,31,53,42,98,386
9.0,Justin Holiday,34.0,35,9.0,498,48,108,0.444,30,76,0.395,18,32,0.563,0.583,3,4,0.75,6,36,42,34,22,3,8,46,129
10.0,Julian Strawther,21.0,38,0.0,493,75,198,0.379,38,124,0.306,37,74,0.5,0.475,18,25,0.72,4,48,52,40,17,7,17,48,206
11.0,Zeke Nnaji,23.0,43,0.0,422,55,119,0.462,5,19,0.263,50,100,0.5,0.483,36,51,0.706,51,44,95,26,11,27,25,63,151
12.0,DeAndre Jordan,35.0,29,1.0,327,48,76,0.632,0,0,,48,76,0.632,0.632,22,49,0.449,48,84,132,20,5,13,19,48,118
13.0,Collin Gillespie,24.0,19,0.0,161,23,45,0.511,11,24,0.458,12,21,0.571,0.633,5,8,0.625,1,11,12,16,10,0,10,18,62
14.0,Jalen Pickett,24.0,19,0.0,103,12,29,0.414,7,21,0.333,5,8,0.625,0.534,3,4,0.75,1,10,11,13,3,0,6,9,34
15.0,Braxton Key,26.0,17,0.0,55,6,16,0.375,1,4,0.25,5,12,0.417,0.406,4,6,0.667,3,11,14,8,2,1,1,5,17
16.0,Jay Huff,25.0,11,0.0,30,5,10,0.5,2,7,0.286,3,3,1.0,0.6,2,2,1.0,1,6,7,1,1,0,1,7,14
17.0,Hunter Tyson,23.0,9,0.0,27,1,7,0.143,0,6,0.0,1,1,1.0,0.143,0,0,,0,6,6,1,0,0,2,6,2
,,,58,,13920,2537,5157,0.492,662,1809,0.366,1875,3348,0.56,0.556,907,1200,0.756,646,1930,2576,1683,400,315,733,1071,6643
