Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Nikola Jokić,28,56,1896,31.7,0.651,0.17,0.315,9.8,30.0,20.1,45.1,1.8,2.3,12.7,29.5,,8.7,3.3,12.0,0.303,,9.7,4.5,14.2,7.8
2,Michael Porter Jr.,25,57,1806,14.9,0.59,0.524,0.098,5.0,19.5,12.4,6.4,0.7,1.9,7.2,20.3,,1.9,2.0,3.9,0.105,,0.9,-1.4,-0.5,0.7
3,Kentavious Caldwell-Pope,30,53,1679,10.0,0.576,0.484,0.23,1.6,6.6,4.1,9.2,2.0,1.2,10.1,13.1,,1.2,1.7,2.9,0.082,,-2.7,0.4,-2.3,-0.1
4,Aaron Gordon,28,52,1637,16.3,0.6,0.19,0.371,8.6,14.1,11.4,13.5,1.3,1.9,11.3,17.9,,2.7,1.8,4.5,0.132,,0.7,-0.1,0.6,1.1
5,Reggie Jackson,33,58,1332,12.6,0.539,0.369,0.122,2.0,7.8,4.9,23.7,1.2,0.6,11.8,21.3,,0.8,1.1,1.8,0.066,,-1.2,-1.3,-2.6,-0.2
6,Jamal Murray,26,42,1325,19.7,0.577,0.353,0.191,2.4,11.3,6.9,30.5,1.3,1.9,10.3,27.3,,2.4,1.4,3.8,0.137,,4.1,-0.6,3.5,1.9
7,Christian Braun,22,58,1109,11.2,0.533,0.316,0.304,5.2,15.2,10.3,9.4,1.1,1.7,9.3,16.4,,0.6,1.2,1.8,0.078,,-2.4,-0.6,-3.0,-0.3
8,Peyton Watson,21,56,1021,12.1,0.563,0.377,0.256,4.1,13.5,8.9,7.3,1.5,4.4,10.9,16.3,,0.4,1.4,1.8,0.083,,-2.3,0.6,-1.8,0.1
9,Justin Holiday,34,35,498,8.8,0.588,0.704,0.037,1.4,7.9,4.7,8.4,2.2,0.5,6.8,10.3,,0.4,0.5,0.9,0.091,,-3.4,1.0,-2.4,0.0
10,Julian Strawther,21,38,493,9.0,0.493,0.626,0.126,0.9,10.6,5.9,10.7,1.7,1.2,7.5,19.9,,-0.2,0.5,0.3,0.029,,-4.1,-1.1,-5.1,-0.4
11,Zeke Nnaji,23,43,422,13.0,0.534,0.16,0.429,13.7,11.4,12.5,7.9,1.3,5.5,15.0,17.1,,0.2,0.6,0.8,0.091,,-3.7,-0.2,-3.9,-0.2
12,DeAndre Jordan,35,29,327,16.0,0.605,0.0,0.645,16.6,28.0,22.4,8.0,0.8,3.4,16.3,15.5,,0.4,0.5,0.9,0.139,,-1.9,-0.4,-2.3,0.0
13,Collin Gillespie,24,19,161,11.3,0.639,0.533,0.178,0.7,7.4,4.1,12.9,3.1,0.0,17.1,15.8,,0.1,0.2,0.3,0.084,,-3.6,1.2,-2.4,0.0
14,Jalen Pickett,24,19,103,8.6,0.553,0.724,0.138,1.1,10.6,5.9,15.9,1.4,0.0,16.3,15.5,,0.0,0.1,0.1,0.047,,-3.0,-0.8,-3.8,0.0
15,Braxton Key,26,17,55,13.0,0.456,0.25,0.375,6.2,21.8,14.1,18.1,1.8,1.6,5.1,15.5,,0.0,0.1,0.1,0.109,,-1.8,0.9,-0.8,0.0
16,Jay Huff,25,11,30,12.4,0.643,0.7,0.2,3.8,21.8,13.0,4.5,1.7,0.0,8.4,17.2,,0.0,0.0,0.1,0.137,,-3.1,-0.8,-3.9,0.0
17,Hunter Tyson,23,9,27,-9.0,0.143,0.857,0.0,0.0,24.2,12.3,4.2,0.0,0.0,22.2,14.5,,-0.2,0.0,-0.1,-0.228,,-15.7,-3.0,-18.8,-0.1
