Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,13920,2537,5157,0.492,662,1809,0.366,1875,3348,0.56,907,1200,0.756,646,1930,2576,1683,400,315,733,1071,6643
Team/G,,240.0,43.7,88.9,0.492,11.4,31.2,0.366,32.3,57.7,0.56,15.6,20.7,0.756,11.1,33.3,44.4,29.0,6.9,5.4,12.6,18.5,114.5
Lg Rank,,8,5,19,6.0,26,27,15.0,2,3,10.0,28,27,27.0,9,11,10,4,23,11,6,8,15
Year/Year,,-0.4%,0.4%,2.9%,-0.012,-3.4%,-0.1%,-0.013,1.8%,4.5%,-0.015,-6.9%,-7.5%,0.004,10.3%,1.1%,3.3%,0.5%,-8.5%,21.0%,-13.1%,-0.7%,-1.1%
Opponent,58.0,13920,2367,5075,0.466,663,1819,0.364,1704,3256,0.523,1023,1311,0.78,626,1812,2438,1487,412,280,713,1077,6420
Opponent/G,,240.0,40.8,87.5,0.466,11.4,31.4,0.364,29.4,56.1,0.523,17.6,22.6,0.78,10.8,31.2,42.0,25.6,7.1,4.8,12.3,18.6,110.7
Lg Rank,,8,9,9,8.0,3,2,14.0,15,25,5.0,17,20,12.0,17,7,7,7,13,9,27,23,6
Year/Year,,-0.4%,-2.2%,0.1%,-0.011,0.5%,-5.1%,0.02,-3.2%,3.3%,-0.036,0.2%,-0.4%,0.005,6.4%,1.8%,3.0%,-0.1%,-9.8%,15.1%,-8.8%,-4.9%,-1.6%
