Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Nikola Jokić,28,56,56,1896,15.1,25.8,0.583,1.5,4.4,0.351,13.5,21.4,0.63,6.6,8.1,0.814,4.3,13.7,18.0,13.6,1.8,1.3,4.3,3.8,38.3,,132,109
2,Michael Porter Jr.,25,57,57,1806,9.8,20.6,0.473,4.2,10.8,0.391,5.5,9.8,0.564,1.6,2.0,0.811,2.2,8.9,11.1,2.3,0.7,1.1,1.7,3.0,25.4,,117,115
3,Kentavious Caldwell-Pope,30,53,53,1679,5.3,12.2,0.438,2.2,5.9,0.375,3.1,6.3,0.498,2.6,2.8,0.916,0.7,3.0,3.7,3.7,2.0,0.7,1.5,2.9,15.5,,117,116
4,Aaron Gordon,28,52,52,1637,8.6,15.6,0.551,0.9,3.0,0.296,7.7,12.6,0.612,3.7,5.8,0.639,3.8,6.4,10.2,4.9,1.3,1.1,2.3,3.0,21.8,,123,115
5,Reggie Jackson,33,58,16,1332,9.2,20.4,0.453,2.7,7.5,0.361,6.5,12.8,0.507,1.9,2.5,0.776,0.9,3.5,4.4,8.5,1.2,0.3,2.9,3.9,23.1,,111,118
6,Jamal Murray,26,42,42,1325,12.2,25.8,0.472,3.7,9.1,0.41,8.5,16.7,0.506,4.2,4.9,0.856,1.0,5.1,6.2,10.1,1.3,1.1,3.2,3.0,32.4,,119,116
7,Christian Braun,22,58,0,1109,6.6,15.0,0.439,1.7,4.7,0.358,4.9,10.2,0.476,3.3,4.6,0.716,2.3,6.9,9.2,3.6,1.1,1.0,1.7,3.9,18.1,,112,115
8,Peyton Watson,21,56,4,1021,7.1,14.9,0.474,1.9,5.6,0.345,5.1,9.3,0.552,2.6,3.8,0.684,1.8,6.2,8.0,2.8,1.5,2.6,2.0,4.8,18.7,,111,113
9,Justin Holiday,34,35,9,498,4.8,10.7,0.444,3.0,7.6,0.395,1.8,3.2,0.563,0.3,0.4,0.75,0.6,3.6,4.2,3.4,2.2,0.3,0.8,4.6,12.8,,122,116
10,Julian Strawther,21,38,0,493,7.5,19.9,0.379,3.8,12.5,0.306,3.7,7.4,0.5,1.8,2.5,0.72,0.4,4.8,5.2,4.0,1.7,0.7,1.7,4.8,20.7,,102,116
11,Zeke Nnaji,23,43,0,422,6.5,14.0,0.462,0.6,2.2,0.263,5.9,11.7,0.5,4.2,6.0,0.706,6.0,5.2,11.2,3.1,1.3,3.2,2.9,7.4,17.7,,112,113
12,DeAndre Jordan,35,29,1,327,7.3,11.5,0.632,0.0,0.0,,7.3,11.5,0.632,3.3,7.4,0.449,7.3,12.7,20.0,3.0,0.8,2.0,2.9,7.3,17.9,,121,111
13,Collin Gillespie,24,19,0,161,7.1,13.9,0.511,3.4,7.4,0.458,3.7,6.5,0.571,1.5,2.5,0.625,0.3,3.4,3.7,4.9,3.1,0.0,3.1,5.5,19.1,,113,114
14,Jalen Pickett,24,19,0,103,5.8,14.0,0.414,3.4,10.1,0.333,2.4,3.8,0.625,1.4,1.9,0.75,0.5,4.8,5.3,6.3,1.4,0.0,2.9,4.3,16.4,,108,117
15,Braxton Key,26,17,0,55,5.4,14.4,0.375,0.9,3.6,0.25,4.5,10.8,0.417,3.6,5.4,0.667,2.7,9.9,12.6,7.2,1.8,0.9,0.9,4.5,15.3,,115,112
16,Jay Huff,25,11,0,30,8.3,16.5,0.5,3.3,11.6,0.286,5.0,5.0,1.0,3.3,3.3,1.0,1.7,9.9,11.6,1.7,1.7,0.0,1.7,11.6,23.1,,124,113
17,Hunter Tyson,23,9,0,27,1.8,12.8,0.143,0.0,11.0,0.0,1.8,1.8,1.0,0.0,0.0,,0.0,11.0,11.0,1.8,0.0,0.0,3.7,11.0,3.7,,32,116
