Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,56.0,13565,2465,5092,0.484,826,2228,0.371,1639,2864,0.572,888,1211,0.733,575,1844,2419,1605,404,221,749,1116,6644
Team/G,,242.2,44.0,90.9,0.484,14.8,39.8,0.371,29.3,51.1,0.572,15.9,21.6,0.733,10.3,32.9,43.2,28.7,7.2,3.9,13.4,19.9,118.6
Lg Rank,,25,3,6,10.0,4,3,12.0,19,27,4.0,25,20,30.0,18,14,18,6,21,28,15,22,7
Year/Year,,0.2%,1.0%,3.1%,-0.01,7.2%,6.6%,0.002,-1.8%,0.5%,-0.014,-19.9%,-13.7%,-0.057,7.7%,0.0%,1.8%,5.1%,3.1%,17.7%,-0.8%,1.1%,-1.7%
Opponent,56.0,13565,2398,4921,0.487,749,1889,0.397,1649,3032,0.544,1052,1303,0.807,510,1876,2386,1554,413,269,775,1048,6597
Opponent/G,,242.2,42.8,87.9,0.487,13.4,33.7,0.397,29.4,54.1,0.544,18.8,23.3,0.807,9.1,33.5,42.6,27.8,7.4,4.8,13.8,18.7,117.8
Lg Rank,,25,18,13,23.0,22,10,30.0,16,16,14.0,25,21,28.0,1,18,11,22,16,8,14,20,22
Year/Year,,0.2%,-2.2%,-1.1%,-0.005,7.3%,1.0%,0.024,-5.9%,-2.4%,-0.021,4.0%,1.4%,0.02,-6.1%,3.1%,1.0%,4.0%,1.1%,15.5%,-2.6%,-10.3%,-0.2%
