Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Domantas Sabonis,27,56,56,1997,11.0,17.7,0.619,0.6,1.5,0.419,10.4,16.3,0.638,4.5,6.4,0.698,4.4,13.4,17.8,11.4,1.2,0.7,4.4,4.2,27.1,,130,114
2,De'Aaron Fox,26,50,50,1779,13.1,27.9,0.47,3.9,10.4,0.371,9.2,17.5,0.528,6.3,8.8,0.709,1.2,4.4,5.6,7.6,2.6,0.5,3.5,3.5,36.3,,114,116
3,Keegan Murray,23,52,52,1697,8.3,18.0,0.46,3.2,9.1,0.354,5.0,8.9,0.569,2.0,2.4,0.812,1.8,6.0,7.8,2.4,1.6,0.9,1.3,3.9,21.7,,115,117
4,Harrison Barnes,31,56,56,1665,6.9,14.1,0.487,3.1,7.8,0.4,3.7,6.3,0.594,3.0,3.7,0.811,1.3,3.5,4.8,1.8,1.2,0.3,1.1,2.0,19.8,,124,120
5,Malik Monk,25,55,0,1425,9.8,21.9,0.449,4.1,11.1,0.372,5.7,10.9,0.528,4.3,5.3,0.822,0.6,4.4,5.1,9.7,1.1,1.2,4.0,3.7,28.1,,114,118
6,Kevin Huerter,25,54,49,1354,8.0,17.4,0.458,4.0,10.7,0.377,3.9,6.7,0.587,1.2,1.5,0.791,1.1,5.8,7.0,5.0,1.3,0.7,1.5,4.0,21.2,,120,118
7,Trey Lyles,28,41,0,807,6.1,13.3,0.455,3.9,9.7,0.399,2.2,3.6,0.607,2.0,3.0,0.667,2.3,8.6,10.9,2.8,0.8,0.7,1.5,3.5,18.0,,122,118
8,Davion Mitchell,25,46,3,608,5.2,13.0,0.402,2.1,6.7,0.318,3.1,6.2,0.494,1.4,2.0,0.72,0.6,3.1,3.6,6.1,0.8,0.2,2.0,4.4,14.0,,107,121
9,Chris Duarte,26,39,11,508,4.7,12.8,0.37,2.5,7.3,0.338,2.3,5.5,0.414,2.0,2.6,0.778,1.5,5.3,6.8,3.1,1.9,0.2,1.9,6.0,13.9,,103,117
10,Sasha Vezenkov,28,35,0,440,8.1,18.0,0.448,4.1,10.9,0.38,3.9,7.1,0.554,1.1,1.4,0.769,3.3,6.1,9.4,1.6,1.7,0.8,1.2,3.8,21.4,,117,117
11,Keon Ellis,24,33,3,379,4.8,11.4,0.422,3.4,9.3,0.37,1.4,2.2,0.647,1.4,2.2,0.647,1.1,4.1,5.2,4.8,1.8,1.6,2.2,5.8,14.4,,114,116
12,JaVale McGee,36,39,0,310,11.3,18.0,0.629,0.0,0.6,0.0,11.3,17.4,0.652,3.9,6.7,0.581,5.7,11.6,17.4,2.2,1.4,2.9,4.8,6.8,26.5,,111,111
13,Alex Len,30,23,0,197,6.1,10.0,0.61,0.0,0.7,0.0,6.1,9.3,0.658,1.7,3.7,0.467,6.8,10.0,16.8,5.4,1.5,2.7,3.4,6.6,13.9,,121,112
14,Kessler Edwards,23,38,0,179,5.6,13.7,0.412,3.2,8.9,0.364,2.4,4.8,0.5,0.8,1.1,0.75,1.3,6.2,7.5,2.4,1.1,1.1,0.3,4.6,15.3,,119,118
15,Colby Jones,21,17,0,121,6.7,18.3,0.37,0.4,5.2,0.077,6.4,13.1,0.485,0.8,2.0,0.4,4.0,6.0,9.9,4.0,1.6,0.4,2.0,6.4,14.7,,91,117
16,Juan Toscano-Anderson,30,11,0,53,2.7,10.9,0.25,0.9,3.6,0.25,1.8,7.2,0.25,0.0,0.0,,3.6,9.1,12.7,3.6,0.9,0.9,1.8,10.0,6.3,,84,117
17,Jordan Ford,25,6,0,22,8.7,15.3,0.571,4.4,6.5,0.667,4.4,8.7,0.5,4.4,4.4,1.0,0.0,4.4,4.4,4.4,0.0,0.0,2.2,0.0,26.2,,138,123
18,Jalen Slawson,24,5,0,19,5.1,7.6,0.667,0.0,2.5,0.0,5.1,5.1,1.0,0.0,0.0,,0.0,10.1,10.1,5.1,0.0,2.5,5.1,7.6,10.1,,88,116
19,Filip Petrušev,23,2,0,7,6.9,13.7,0.5,0.0,0.0,,6.9,13.7,0.5,6.9,13.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,20.6,,108,125
