Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Domantas Sabonis,27,56,1997,23.7,0.658,0.084,0.363,10.3,32.1,21.0,34.8,1.2,1.3,17.6,22.1,,6.4,2.4,8.9,0.213,,4.4,2.4,6.8,4.4
2,De'Aaron Fox,26,50,1779,20.1,0.571,0.373,0.317,2.8,10.6,6.6,24.7,2.6,1.0,9.9,31.2,,2.3,1.8,4.1,0.112,,2.5,-0.5,2.0,1.8
3,Keegan Murray,23,52,1697,13.0,0.57,0.507,0.134,4.2,14.4,9.2,6.9,1.6,1.7,6.4,18.0,,1.4,1.6,3.0,0.085,,-0.9,-0.7,-1.6,0.2
4,Harrison Barnes,31,56,1665,11.9,0.63,0.552,0.26,3.0,8.3,5.6,5.0,1.2,0.5,6.7,14.9,,2.3,0.9,3.2,0.093,,-0.6,-1.2,-1.8,0.1
5,Malik Monk,25,55,1425,16.0,0.581,0.505,0.242,1.5,10.7,6.0,28.6,1.1,2.3,14.2,25.0,,1.6,1.1,2.7,0.09,,1.9,-0.9,1.0,1.0
6,Kevin Huerter,25,54,1354,13.3,0.586,0.615,0.088,2.6,14.0,8.2,14.1,1.3,1.4,7.6,17.4,,1.7,1.1,2.8,0.098,,0.3,-0.4,-0.1,0.7
7,Trey Lyles,28,41,807,12.2,0.615,0.728,0.228,5.3,20.6,12.8,7.4,0.8,1.2,9.5,14.4,,1.0,0.7,1.6,0.098,,-0.1,-0.8,-0.9,0.2
8,Davion Mitchell,25,46,608,6.9,0.506,0.518,0.152,1.3,7.4,4.3,15.8,0.8,0.3,12.5,14.0,,0.0,0.3,0.3,0.024,,-4.2,-1.1,-5.3,-0.5
9,Chris Duarte,26,39,508,7.0,0.5,0.57,0.2,3.5,12.7,8.0,8.0,1.9,0.4,12.0,14.0,,-0.1,0.4,0.3,0.028,,-4.8,0.1,-4.7,-0.3
10,Sasha Vezenkov,28,35,440,13.6,0.574,0.606,0.079,7.5,14.7,11.0,4.6,1.7,1.4,6.1,17.6,,0.4,0.4,0.8,0.093,,-0.1,-1.1,-1.1,0.1
11,Keon Ellis,24,33,379,9.7,0.585,0.811,0.189,2.6,9.7,6.1,12.4,1.8,3.1,14.8,12.9,,0.2,0.4,0.6,0.075,,-1.9,0.9,-0.9,0.1
12,JaVale McGee,36,39,310,18.6,0.634,0.034,0.371,13.2,27.9,20.4,6.7,1.4,5.5,18.7,22.8,,0.2,0.5,0.6,0.099,,-1.9,0.3,-1.6,0.0
13,Alex Len,30,23,197,15.5,0.599,0.073,0.366,15.7,24.0,19.8,14.3,1.5,5.0,22.7,13.3,,0.3,0.3,0.5,0.128,,-2.3,1.6,-0.7,0.1
14,Kessler Edwards,23,38,179,9.7,0.54,0.647,0.078,3.1,14.8,8.8,6.4,1.1,2.0,1.9,12.8,,0.1,0.1,0.3,0.079,,-1.6,-0.5,-2.2,0.0
15,Colby Jones,21,17,121,6.4,0.384,0.283,0.109,9.1,14.3,11.7,10.8,1.6,0.7,9.4,18.7,,-0.2,0.1,-0.1,-0.038,,-6.4,-1.3,-7.7,-0.2
16,Juan Toscano-Anderson,30,11,53,2.5,0.292,0.333,0.0,8.4,21.7,14.9,8.9,0.9,1.7,14.3,11.2,,-0.1,0.1,0.0,-0.029,,-8.8,-0.7,-9.5,-0.1
17,Jordan Ford,25,6,22,16.5,0.761,0.429,0.286,0.0,10.5,5.1,12.5,0.0,0.0,11.3,17.2,,0.1,0.0,0.1,0.149,,3.2,-1.3,1.9,0.0
18,Jalen Slawson,24,5,19,5.4,0.667,0.333,0.0,0.0,24.3,11.9,13.1,0.0,4.7,40.0,11.2,,0.0,0.0,0.0,-0.01,,-7.2,1.2,-5.9,0.0
19,Filip Petrušev,23,2,7,5.5,0.521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0.0,0.0,0.0,0.008,,-5.6,-3.8,-9.4,0.0
