Rk,Unnamed: 1,Salary
1,LeBron James,"$47,607,350"
2,Anthony Davis,"$40,600,080"
3,D'Angelo Russell,"$17,307,693"
4,Rui Hachimura,"$15,740,741"
5,Austin Reaves,"$12,015,150"
6,Gabe Vincent,"$10,500,000"
7,Jarred Vanderbilt,"$4,698,000"
8,Taurean Prince,"$4,516,000"
9,Jalen Hood-Schifino,"$3,695,040"
10,Christian Wood,"$2,709,849"
11,Cam Reddish,"$2,165,000"
12,Jaxson Hayes,"$2,165,000"
13,Max Christie,"$1,719,864"
14,Spencer Dinwiddie,"$1,554,654"
15,Maxwell Lewis,"$1,119,563"
