Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,59.0,14260,2560,5173,0.495,672,1817,0.37,1888,3356,0.563,1106,1432,0.772,482,2030,2512,1680,459,333,808,961,6898
Team/G,,241.7,43.4,87.7,0.495,11.4,30.8,0.37,32.0,56.9,0.563,18.7,24.3,0.772,8.2,34.4,42.6,28.5,7.8,5.6,13.7,16.3,116.9
Lg Rank,,1,9,25,4.0,28,30,13.0,3,5,8.0,8,6,18.0,30,5,22,8,10,10,19,1,13
Year/Year,,-0.3%,1.2%,-1.5%,0.013,5.5%,-1.3%,0.024,-0.3%,-1.6%,0.008,-9.1%,-8.8%,-0.003,-18.1%,-3.7%,-6.9%,12.7%,21.3%,22.4%,-2.7%,-8.9%,-0.2%
Opponent,59.0,14260,2598,5512,0.471,839,2233,0.376,1759,3279,0.536,893,1116,0.8,658,1976,2634,1651,471,289,797,1178,6928
Opponent/G,,241.7,44.0,93.4,0.471,14.2,37.8,0.376,29.8,55.6,0.536,15.1,18.9,0.8,11.2,33.5,44.6,28.0,8.0,4.9,13.5,20.0,117.4
Lg Rank,,1,23,30,13.0,28,28,22.0,19,24,9.0,2,2,26.0,22,17,22,24,22,11,19,8,19
Year/Year,,-0.3%,0.1%,-0.5%,0.003,13.4%,3.8%,0.032,-5.2%,-3.2%,-0.011,-5.9%,-9.1%,0.027,0.7%,-0.9%,-0.5%,9.1%,4.9%,-3.4%,7.0%,-7.0%,0.7%
