Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Anthony Davis,30.0,55,55.0,1962,525,942,0.557,19,70,0.271,506,872,0.58,0.567,302,373,0.81,168,506,674,201,62,133,114,131,1371
2.0,Austin Reaves,25.0,59,34.0,1838,322,660,0.488,103,283,0.364,219,377,0.581,0.566,179,207,0.865,39,193,232,321,53,13,126,110,926
3.0,LeBron James,39.0,51,51.0,1782,481,918,0.524,109,272,0.401,372,646,0.576,0.583,203,276,0.736,45,320,365,401,65,30,164,60,1274
4.0,D'Angelo Russell,27.0,54,47.0,1698,348,748,0.465,146,350,0.417,202,398,0.508,0.563,108,134,0.806,20,134,154,345,45,27,105,114,950
5.0,Taurean Prince,29.0,56,49.0,1671,193,443,0.436,110,285,0.386,83,158,0.525,0.56,38,53,0.717,13,153,166,96,48,26,51,120,534
6.0,Rui Hachimura,25.0,45,16.0,1108,207,401,0.516,58,140,0.414,149,261,0.571,0.589,69,95,0.726,35,136,171,47,31,15,32,63,541
7.0,Christian Wood,28.0,50,1.0,872,123,264,0.466,35,114,0.307,88,150,0.587,0.532,66,94,0.702,39,215,254,49,16,33,50,72,347
8.0,Cam Reddish,24.0,35,26.0,815,83,205,0.405,32,95,0.337,51,110,0.464,0.483,36,46,0.783,19,65,84,47,43,11,30,55,234
9.0,Max Christie,20.0,46,7.0,787,83,196,0.423,34,97,0.351,49,99,0.495,0.51,32,41,0.78,12,106,118,50,17,16,31,53,232
10.0,Jarred Vanderbilt,24.0,29,6.0,581,59,114,0.518,8,27,0.296,51,87,0.586,0.553,24,36,0.667,41,97,138,36,36,5,28,43,150
11.0,Jaxson Hayes,23.0,48,3.0,539,76,110,0.691,0,7,0.0,76,103,0.738,0.691,28,47,0.596,39,75,114,22,24,19,22,81,180
12.0,Gabe Vincent,27.0,5,0.0,127,12,32,0.375,2,17,0.118,10,15,0.667,0.406,1,2,0.5,2,3,5,15,6,0,2,12,27
13.0,Spencer Dinwiddie,30.0,5,0.0,125,9,29,0.31,4,17,0.235,5,12,0.417,0.379,2,2,1.0,0,3,3,17,4,1,5,12,24
14.0,Jalen Hood-Schifino,20.0,19,0.0,103,10,41,0.244,2,13,0.154,8,28,0.286,0.268,11,18,0.611,2,10,12,8,3,2,9,13,33
15.0,Maxwell Lewis,21.0,20,0.0,70,3,12,0.25,1,3,0.333,2,9,0.222,0.292,0,0,,1,2,3,3,2,0,5,3,7
16.0,Skylar Mays,26.0,10,0.0,63,9,18,0.5,2,5,0.4,7,13,0.538,0.556,0,0,,1,4,5,8,3,1,1,5,20
17.0,D'Moi Hodge,25.0,7,0.0,41,5,15,0.333,3,12,0.25,2,3,0.667,0.433,1,2,0.5,0,0,0,5,1,1,1,4,14
18.0,Colin Castleton,23.0,7,0.0,36,7,10,0.7,0,0,,7,10,0.7,0.7,4,4,1.0,4,5,9,3,0,0,1,7,18
19.0,Dylan Windler,27.0,8,0.0,28,4,9,0.444,4,8,0.5,0,1,0.0,0.667,0,0,,0,3,3,6,0,0,0,2,12
20.0,Alex Fudge,20.0,4,0.0,14,1,6,0.167,0,2,0.0,1,4,0.25,0.167,2,2,1.0,2,0,2,0,0,0,1,1,4
,,,59,,14260,2560,5173,0.495,672,1817,0.37,1888,3356,0.563,0.56,1106,1432,0.772,482,2030,2512,1680,459,333,808,961,6898
