Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Anthony Davis,30,55,55,1962,9.6,17.3,0.557,0.3,1.3,0.271,9.3,16.0,0.58,5.5,6.8,0.81,3.1,9.3,12.4,3.7,1.1,2.4,2.1,2.4,25.2
2,Austin Reaves,25,59,34,1838,6.3,12.9,0.488,2.0,5.5,0.364,4.3,7.4,0.581,3.5,4.1,0.865,0.8,3.8,4.5,6.3,1.0,0.3,2.5,2.2,18.1
3,LeBron James,39,51,51,1782,9.7,18.5,0.524,2.2,5.5,0.401,7.5,13.1,0.576,4.1,5.6,0.736,0.9,6.5,7.4,8.1,1.3,0.6,3.3,1.2,25.7
4,D'Angelo Russell,27,54,47,1698,7.4,15.9,0.465,3.1,7.4,0.417,4.3,8.4,0.508,2.3,2.8,0.806,0.4,2.8,3.3,7.3,1.0,0.6,2.2,2.4,20.1
5,Taurean Prince,29,56,49,1671,4.2,9.5,0.436,2.4,6.1,0.386,1.8,3.4,0.525,0.8,1.1,0.717,0.3,3.3,3.6,2.1,1.0,0.6,1.1,2.6,11.5
6,Rui Hachimura,25,45,16,1108,6.7,13.0,0.516,1.9,4.5,0.414,4.8,8.5,0.571,2.2,3.1,0.726,1.1,4.4,5.6,1.5,1.0,0.5,1.0,2.0,17.6
7,Christian Wood,28,50,1,872,5.1,10.9,0.466,1.4,4.7,0.307,3.6,6.2,0.587,2.7,3.9,0.702,1.6,8.9,10.5,2.0,0.7,1.4,2.1,3.0,14.3
8,Cam Reddish,24,35,26,815,3.7,9.1,0.405,1.4,4.2,0.337,2.3,4.9,0.464,1.6,2.0,0.783,0.8,2.9,3.7,2.1,1.9,0.5,1.3,2.4,10.3
9,Max Christie,20,46,7,787,3.8,9.0,0.423,1.6,4.4,0.351,2.2,4.5,0.495,1.5,1.9,0.78,0.5,4.8,5.4,2.3,0.8,0.7,1.4,2.4,10.6
10,Jarred Vanderbilt,24,29,6,581,3.7,7.1,0.518,0.5,1.7,0.296,3.2,5.4,0.586,1.5,2.2,0.667,2.5,6.0,8.6,2.2,2.2,0.3,1.7,2.7,9.3
11,Jaxson Hayes,23,48,3,539,5.1,7.3,0.691,0.0,0.5,0.0,5.1,6.9,0.738,1.9,3.1,0.596,2.6,5.0,7.6,1.5,1.6,1.3,1.5,5.4,12.0
12,Gabe Vincent,27,5,0,127,3.4,9.1,0.375,0.6,4.8,0.118,2.8,4.3,0.667,0.3,0.6,0.5,0.6,0.9,1.4,4.3,1.7,0.0,0.6,3.4,7.7
13,Spencer Dinwiddie,30,5,0,125,2.6,8.4,0.31,1.2,4.9,0.235,1.4,3.5,0.417,0.6,0.6,1.0,0.0,0.9,0.9,4.9,1.2,0.3,1.4,3.5,6.9
14,Jalen Hood-Schifino,20,19,0,103,3.5,14.3,0.244,0.7,4.5,0.154,2.8,9.8,0.286,3.8,6.3,0.611,0.7,3.5,4.2,2.8,1.0,0.7,3.1,4.5,11.5
15,Maxwell Lewis,21,20,0,70,1.5,6.2,0.25,0.5,1.5,0.333,1.0,4.6,0.222,0.0,0.0,,0.5,1.0,1.5,1.5,1.0,0.0,2.6,1.5,3.6
16,Skylar Mays,26,10,0,63,5.1,10.3,0.5,1.1,2.9,0.4,4.0,7.4,0.538,0.0,0.0,,0.6,2.3,2.9,4.6,1.7,0.6,0.6,2.9,11.4
17,D'Moi Hodge,25,7,0,41,4.4,13.2,0.333,2.6,10.5,0.25,1.8,2.6,0.667,0.9,1.8,0.5,0.0,0.0,0.0,4.4,0.9,0.9,0.9,3.5,12.3
18,Colin Castleton,23,7,0,36,7.0,10.0,0.7,0.0,0.0,,7.0,10.0,0.7,4.0,4.0,1.0,4.0,5.0,9.0,3.0,0.0,0.0,1.0,7.0,18.0
19,Dylan Windler,27,8,0,28,5.1,11.6,0.444,5.1,10.3,0.5,0.0,1.3,0.0,0.0,0.0,,0.0,3.9,3.9,7.7,0.0,0.0,0.0,2.6,15.4
20,Alex Fudge,20,4,0,14,2.6,15.4,0.167,0.0,5.1,0.0,2.6,10.3,0.25,5.1,5.1,1.0,5.1,0.0,5.1,0.0,0.0,0.0,2.6,2.6,10.3
