Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Anthony Davis,30,55,55,35.7,9.5,17.1,0.557,0.3,1.3,0.271,9.2,15.9,0.58,0.567,5.5,6.8,0.81,3.1,9.2,12.3,3.7,1.1,2.4,2.1,2.4,24.9
2,LeBron James,39,51,51,34.9,9.4,18.0,0.524,2.1,5.3,0.401,7.3,12.7,0.576,0.583,4.0,5.4,0.736,0.9,6.3,7.2,7.9,1.3,0.6,3.2,1.2,25.0
3,D'Angelo Russell,27,54,47,31.4,6.4,13.9,0.465,2.7,6.5,0.417,3.7,7.4,0.508,0.563,2.0,2.5,0.806,0.4,2.5,2.9,6.4,0.8,0.5,1.9,2.1,17.6
4,Austin Reaves,25,59,34,31.2,5.5,11.2,0.488,1.7,4.8,0.364,3.7,6.4,0.581,0.566,3.0,3.5,0.865,0.7,3.3,3.9,5.4,0.9,0.2,2.1,1.9,15.7
5,Taurean Prince,29,56,49,29.8,3.4,7.9,0.436,2.0,5.1,0.386,1.5,2.8,0.525,0.56,0.7,0.9,0.717,0.2,2.7,3.0,1.7,0.9,0.5,0.9,2.1,9.5
6,Gabe Vincent,27,5,0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2.0,3.0,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
7,Spencer Dinwiddie,30,5,0,25.0,1.8,5.8,0.31,0.8,3.4,0.235,1.0,2.4,0.417,0.379,0.4,0.4,1.0,0.0,0.6,0.6,3.4,0.8,0.2,1.0,2.4,4.8
8,Rui Hachimura,25,45,16,24.6,4.6,8.9,0.516,1.3,3.1,0.414,3.3,5.8,0.571,0.589,1.5,2.1,0.726,0.8,3.0,3.8,1.0,0.7,0.3,0.7,1.4,12.0
9,Cam Reddish,24,35,26,23.3,2.4,5.9,0.405,0.9,2.7,0.337,1.5,3.1,0.464,0.483,1.0,1.3,0.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7
10,Jarred Vanderbilt,24,29,6,20.0,2.0,3.9,0.518,0.3,0.9,0.296,1.8,3.0,0.586,0.553,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
11,Christian Wood,28,50,1,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9
12,Max Christie,20,46,7,17.1,1.8,4.3,0.423,0.7,2.1,0.351,1.1,2.2,0.495,0.51,0.7,0.9,0.78,0.3,2.3,2.6,1.1,0.4,0.3,0.7,1.2,5.0
13,Jaxson Hayes,23,48,3,11.2,1.6,2.3,0.691,0.0,0.1,0.0,1.6,2.1,0.738,0.691,0.6,1.0,0.596,0.8,1.6,2.4,0.5,0.5,0.4,0.5,1.7,3.8
14,Skylar Mays,26,10,0,6.3,0.9,1.8,0.5,0.2,0.5,0.4,0.7,1.3,0.538,0.556,0.0,0.0,,0.1,0.4,0.5,0.8,0.3,0.1,0.1,0.5,2.0
15,D'Moi Hodge,25,7,0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
16,Jalen Hood-Schifino,20,19,0,5.4,0.5,2.2,0.244,0.1,0.7,0.154,0.4,1.5,0.286,0.268,0.6,0.9,0.611,0.1,0.5,0.6,0.4,0.2,0.1,0.5,0.7,1.7
17,Colin Castleton,23,7,0,5.1,1.0,1.4,0.7,0.0,0.0,,1.0,1.4,0.7,0.7,0.6,0.6,1.0,0.6,0.7,1.3,0.4,0.0,0.0,0.1,1.0,2.6
18,Maxwell Lewis,21,20,0,3.5,0.2,0.6,0.25,0.1,0.2,0.333,0.1,0.5,0.222,0.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4
19,Alex Fudge,20,4,0,3.5,0.3,1.5,0.167,0.0,0.5,0.0,0.3,1.0,0.25,0.167,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
20,Dylan Windler,27,8,0,3.5,0.5,1.1,0.444,0.5,1.0,0.5,0.0,0.1,0.0,0.667,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5
