Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Max Strus,27,56,56,1805,6.7,16.1,0.415,3.5,10.6,0.333,3.2,5.5,0.571,1.6,2.0,0.773,1.3,6.0,7.3,5.8,1.4,0.7,2.3,3.9,18.5,,111,112
2,Donovan Mitchell,27,45,45,1596,13.5,28.5,0.472,4.5,12.5,0.363,8.9,16.0,0.558,7.4,8.5,0.867,1.3,6.1,7.4,8.6,2.6,0.7,3.8,3.0,38.9,,120,110
3,Jarrett Allen,25,51,51,1580,10.4,16.2,0.643,0.0,0.2,0.0,10.4,16.0,0.649,4.4,6.0,0.727,5.4,11.4,16.8,4.3,1.2,1.8,2.8,3.5,25.2,,131,108
4,Caris LeVert,29,46,1,1261,9.2,22.0,0.417,2.9,8.9,0.328,6.3,13.1,0.478,4.0,5.2,0.763,1.0,5.7,6.7,7.9,1.6,0.8,2.6,3.1,25.3,,110,112
5,Isaac Okoro,23,47,26,1231,6.2,12.5,0.497,2.0,5.1,0.391,4.2,7.4,0.57,2.7,3.9,0.694,2.1,3.5,5.7,3.5,1.6,0.9,1.4,3.7,17.1,,123,113
6,Georges Niang,30,56,1,1206,7.5,17.1,0.437,3.9,10.7,0.361,3.6,6.4,0.563,1.5,1.8,0.822,0.7,7.5,8.2,2.6,0.5,0.5,1.7,5.4,20.3,,110,114
7,Darius Garland,24,32,32,1031,10.1,21.5,0.469,2.7,7.8,0.339,7.4,13.6,0.544,4.9,5.7,0.858,0.7,2.9,3.6,9.4,2.1,0.2,4.9,2.0,27.7,,110,113
8,Evan Mobley,22,33,33,1026,10.3,17.5,0.589,0.5,1.2,0.4,9.8,16.3,0.602,3.6,4.9,0.728,3.7,12.0,15.8,4.3,1.3,2.5,3.1,4.6,24.7,,120,107
9,Dean Wade,27,47,30,962,4.2,10.2,0.408,3.5,8.9,0.394,0.7,1.3,0.5,0.8,1.0,0.789,1.7,8.2,9.8,1.9,1.9,0.9,1.0,4.3,12.6,,120,110
10,Sam Merrill,27,40,0,608,8.3,19.1,0.435,7.2,16.5,0.434,1.1,2.6,0.438,0.9,1.0,0.917,1.2,4.7,5.9,4.9,1.1,0.1,0.9,3.5,24.7,,130,115
11,Craig Porter Jr.,23,34,5,478,8.8,17.4,0.506,0.7,2.2,0.333,8.1,15.3,0.53,3.3,4.7,0.696,1.5,6.7,8.2,9.4,1.7,1.2,3.4,3.1,21.6,,114,111
12,Tristan Thompson,32,36,0,446,6.7,10.3,0.649,0.0,0.1,0.0,6.7,10.2,0.656,1.4,4.6,0.31,6.5,8.9,15.4,4.4,0.9,1.2,2.5,5.5,14.8,,123,111
13,Damian Jones,28,25,0,150,5.6,10.5,0.531,0.7,2.3,0.286,4.9,8.2,0.6,3.3,3.6,0.909,2.9,7.8,10.8,3.9,1.0,3.3,2.9,5.2,15.0,,117,109
14,Emoni Bates,20,10,0,76,3.9,16.1,0.24,3.2,12.9,0.25,0.6,3.2,0.2,0.6,1.3,0.5,0.6,5.8,6.4,3.9,0.6,1.3,0.6,3.2,11.6,,86,114
15,Ty Jerome,26,2,0,15,6.5,13.1,0.5,0.0,3.3,0.0,6.5,9.8,0.667,0.0,0.0,,3.3,0.0,3.3,9.8,0.0,0.0,3.3,6.5,13.1,,112,120
16,Isaiah Mobley,24,3,0,14,7.0,14.0,0.5,3.5,7.0,0.5,3.5,7.0,0.5,0.0,0.0,,0.0,7.0,7.0,14.0,3.5,0.0,3.5,7.0,17.5,,126,108
17,Pete Nance,23,2,0,4,0.0,24.5,0.0,0.0,0.0,,0.0,24.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,120
