Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Donovan Mitchell,27,45,45,35.5,9.7,20.6,0.472,3.3,9.1,0.363,6.4,11.6,0.558,0.552,5.4,6.2,0.867,0.9,4.4,5.4,6.2,1.9,0.5,2.8,2.2,28.1
2,Darius Garland,24,32,32,32.2,6.6,14.1,0.469,1.8,5.2,0.339,4.9,9.0,0.544,0.531,3.2,3.8,0.858,0.4,1.9,2.3,6.2,1.4,0.1,3.3,1.3,18.2
3,Max Strus,27,56,56,32.2,4.4,10.6,0.415,2.3,7.0,0.333,2.1,3.6,0.571,0.524,1.0,1.3,0.773,0.9,3.9,4.8,3.8,0.9,0.5,1.5,2.5,12.1
4,Evan Mobley,22,33,33,31.1,6.5,11.1,0.589,0.3,0.8,0.4,6.2,10.4,0.602,0.602,2.3,3.1,0.728,2.4,7.6,10.0,2.8,0.8,1.6,2.0,2.9,15.7
5,Jarrett Allen,25,51,51,31.0,6.6,10.2,0.643,0.0,0.1,0.0,6.6,10.1,0.649,0.643,2.8,3.8,0.727,3.4,7.2,10.6,2.7,0.8,1.1,1.7,2.2,15.9
6,Caris LeVert,29,46,1,27.4,5.1,12.3,0.417,1.6,5.0,0.328,3.5,7.3,0.478,0.483,2.2,2.9,0.763,0.6,3.2,3.8,4.4,0.9,0.4,1.5,1.7,14.1
7,Isaac Okoro,23,47,26,26.2,3.3,6.7,0.497,1.1,2.7,0.391,2.3,4.0,0.57,0.576,1.4,2.1,0.694,1.1,1.9,3.0,1.9,0.8,0.5,0.8,2.0,9.1
8,Georges Niang,30,56,1,21.5,3.3,7.5,0.437,1.7,4.7,0.361,1.6,2.8,0.563,0.55,0.7,0.8,0.822,0.3,3.3,3.6,1.2,0.2,0.2,0.8,2.4,8.9
9,Dean Wade,27,47,30,20.5,1.7,4.3,0.408,1.5,3.7,0.394,0.3,0.6,0.5,0.58,0.3,0.4,0.789,0.7,3.4,4.1,0.8,0.8,0.4,0.4,1.8,5.3
10,Sam Merrill,27,40,0,15.2,2.6,5.9,0.435,2.2,5.1,0.434,0.4,0.8,0.438,0.622,0.3,0.3,0.917,0.4,1.5,1.8,1.5,0.4,0.0,0.3,1.1,7.7
11,Craig Porter Jr.,23,34,5,14.1,2.5,5.0,0.506,0.2,0.6,0.333,2.3,4.4,0.53,0.526,0.9,1.4,0.696,0.4,1.9,2.4,2.7,0.5,0.4,1.0,0.9,6.2
12,Tristan Thompson,32,36,0,12.4,1.7,2.6,0.649,0.0,0.0,0.0,1.7,2.6,0.656,0.649,0.4,1.2,0.31,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
13,Emoni Bates,20,10,0,7.6,0.6,2.5,0.24,0.5,2.0,0.25,0.1,0.5,0.2,0.34,0.1,0.2,0.5,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8
14,Ty Jerome,26,2,0,7.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
15,Damian Jones,28,25,0,6.0,0.7,1.3,0.531,0.1,0.3,0.286,0.6,1.0,0.6,0.563,0.4,0.4,0.909,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.8
16,Isaiah Mobley,24,3,0,4.7,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7
17,Pete Nance,23,2,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
