Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
9,Miles McBride,0:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,NewYorkKnicksatAtlantaHawksBoxScore November15
13,Miles McBride,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewYorkKnicksatAtlantaHawksBoxScore October27
13,Miles McBride,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewYorkKnicksatBostonCelticsBoxScore December8
9,Miles McBride,1:06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NewYorkKnicksatBostonCelticsBoxScore November13
11,Miles McBride,2:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,NewYorkKnicksatBrooklynNetsBoxScore December20
9,Miles McBride,12:13,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,-2.0,NewYorkKnicksatBrooklynNetsBoxScore January23
8,Miles McBride,14:56,4.0,7.0,0.571,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,11.0,-2.0,NewYorkKnicksatCharlotteHornetsBoxScore January29
9,Miles McBride,9:08,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,NewYorkKnicksatCharlotteHornetsBoxScore November18
10,Miles McBride,4:09,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-5.0,NewYorkKnicksatClevelandCavaliersBoxScore October31
9,Miles McBride,9:01,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,-12.0,NewYorkKnicksatDallasMavericksBoxScore January11
6,Miles McBride,17:35,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,7.0,NewYorkKnicksatIndianaPacersBoxScore December30
