Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2,Dennis Schröder,29:09,5.0,12.0,0.417,1.0,4.0,0.25,3.0,4.0,0.75,0.0,3.0,3.0,6.0,4.0,0.0,4.0,6.0,14.0,7.0,TorontoRaptorsatAtlantaHawksBoxScore January28,,,,,,,,,,,,,,,
6,Dennis Schröder,34:43,6.0,12.0,0.5,2.0,5.0,0.4,1.0,2.0,0.5,2.0,0.0,2.0,9.0,0.0,1.0,0.0,2.0,15.0,2.0,TorontoRaptorsatBostonCelticsBoxScore December29,,,,,,,,,,,,,,,
3,Dennis Schröder,25:19,3.0,7.0,0.429,1.0,3.0,0.333,7.0,7.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,14.0,-2.0,TorontoRaptorsatBostonCelticsBoxScore November11,,,,,,,,,,,,,,,
3,Dennis Schröder,32:01,5.0,15.0,0.333,2.0,5.0,0.4,2.0,3.0,0.667,1.0,4.0,5.0,9.0,1.0,0.0,0.0,3.0,14.0,-2.0,TorontoRaptorsatBrooklynNetsBoxScore November28,,,,,,,,,,,,,,,
3,Dennis Schröder,29:56,3.0,10.0,0.3,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,4.0,7.0,-9.0,TorontoRaptorsatCharlotteHornetsBoxScore December8,,,,,,,,,,,,,,,
6,Dennis Schröder,26:47,4.0,9.0,0.444,3.0,6.0,0.5,5.0,7.0,0.714,0.0,4.0,4.0,5.0,0.0,0.0,2.0,2.0,16.0,9.0,TorontoRaptorsatCharlotteHornetsBoxScore February7,,,,,,,,,,,,,,,
2,Dennis Schröder,33:54,5.0,11.0,0.455,0.0,1.0,0.0,6.0,7.0,0.857,1.0,2.0,3.0,10.0,2.0,1.0,6.0,2.0,16.0,6.0,TorontoRaptorsatChicagoBullsBoxScore January30,,,,,,,,,,,,,,,
2,Dennis Schröder,35:19,3.0,11.0,0.273,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,2.0,10.0,0.0,0.0,2.0,1.0,10.0,-6.0,TorontoRaptorsatChicagoBullsBoxScore October27,,,,,,,,,,,,,,,
4,Dennis Schröder,29:21,5.0,11.0,0.455,2.0,5.0,0.4,3.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0,15.0,10.0,TorontoRaptorsatClevelandCavaliersBoxScore November26,,,,,,,,,,,,,,,
3,Dennis Schröder,29:43,7.0,13.0,0.538,1.0,4.0,0.25,3.0,4.0,0.75,0.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,18.0,1.0,TorontoRaptorsatDallasMavericksBoxScore November8,,,,,,,,,,,,,,,
2,Dennis Schröder,36:59,11.0,18.0,0.611,3.0,6.0,0.5,5.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,30.0,4.0,TorontoRaptorsatDetroitPistonsBoxScore December30,,,,,,,,,,,,,,,
6,Dennis Schröder,27:47,6.0,10.0,0.6,1.0,3.0,0.333,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,5.0,13.0,14.0,TorontoRaptorsatGoldenStateWarriorsBoxScore January7,,,,,,,,,,,,,,,
8,Dennis Schröder,22:05,4.0,10.0,0.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,-18.0,TorontoRaptorsatHoustonRocketsBoxScore February2,,,,,,,,,,,,,,,
3,Dennis Schröder,31:32,10.0,16.0,0.625,2.0,5.0,0.4,4.0,4.0,1.0,0.0,6.0,6.0,5.0,1.0,0.0,4.0,3.0,26.0,-2.0,TorontoRaptorsatIndianaPacersBoxScore November22,,,,,,,,,,,,,,,
3,Dennis Schröder,33:30,8.0,13.0,0.615,1.0,5.0,0.2,5.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,22.0,-1.0,TorontoRaptorsatLosAngelesClippersBoxScore January10,,,,,,,,,,,,,,,
6,Dennis Schröder,29:37,3.0,6.0,0.5,2.0,3.0,0.667,2.0,2.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,10.0,-2.0,TorontoRaptorsatLosAngelesLakersBoxScore January9,,,,,,,,,,,,,,,
6,Dennis Schröder,29:26,6.0,11.0,0.545,1.0,3.0,0.333,3.0,4.0,0.75,0.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,16.0,5.0,TorontoRaptorsatMemphisGrizzliesBoxScore January3,,,,,,,,,,,,,,,
8,Dennis Schröder,17:38,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,-25.0,TorontoRaptorsatNewOrleansPelicansBoxScore February5,,,,,,,,,,,,,,,
3,Dennis Schröder,33:21,6.0,12.0,0.5,2.0,4.0,0.5,6.0,7.0,0.857,0.0,2.0,2.0,10.0,4.0,0.0,0.0,2.0,20.0,-5.0,TorontoRaptorsatNewYorkKnicksBoxScore December11,,,,,,,,,,,,,,,
