Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
1,Karl-Anthony Towns,36:11,7.0,17.0,0.412,1.0,3.0,0.333,1.0,1.0,1.0,2.0,8.0,10.0,3.0,1.0,0.0,0.0,2.0,16.0,-8.0,MinnesotaTimberwolvesatAtlantaHawksBoxScore October30,,,,,,,,,,,,,,,
1,Karl-Anthony Towns,44:21,8.0,17.0,0.471,2.0,7.0,0.286,7.0,7.0,1.0,1.0,12.0,13.0,6.0,2.0,0.0,1.0,6.0,25.0,-5.0,MinnesotaTimberwolvesatBostonCelticsBoxScore January10,,,,,,,,,,,,,,,
0,Karl-Anthony Towns,37:12,12.0,15.0,0.8,2.0,3.0,0.667,1.0,2.0,0.5,1.0,9.0,10.0,3.0,0.0,0.0,6.0,3.0,27.0,-6.0,MinnesotaTimberwolvesatBrooklynNetsBoxScore January25,,,,,,,,,,,,,,,
2,Karl-Anthony Towns,32:01,12.0,23.0,0.522,4.0,8.0,0.5,0.0,0.0,0.0,3.0,4.0,7.0,5.0,0.0,0.0,3.0,3.0,28.0,12.0,MinnesotaTimberwolvesatCharlotteHornetsBoxScore December2,,,,,,,,,,,,,,,
3,Karl-Anthony Towns,38:37,11.0,22.0,0.5,7.0,16.0,0.438,4.0,5.0,0.8,1.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,33.0,1.0,MinnesotaTimberwolvesatChicagoBullsBoxScore February6,,,,,,,,,,,,,,,
1,Karl-Anthony Towns,31:08,8.0,14.0,0.571,1.0,3.0,0.333,4.0,5.0,0.8,5.0,12.0,17.0,2.0,0.0,0.0,3.0,1.0,21.0,11.0,MinnesotaTimberwolvesatDallasMavericksBoxScore December14,,,,,,,,,,,,,,,
4,Karl-Anthony Towns,27:26,8.0,16.0,0.5,3.0,9.0,0.333,5.0,6.0,0.833,0.0,7.0,7.0,1.0,0.0,2.0,3.0,5.0,24.0,-6.0,MinnesotaTimberwolvesatDallasMavericksBoxScore January7,,,,,,,,,,,,,,,
2,Karl-Anthony Towns,30:56,10.0,17.0,0.588,5.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,6.0,4.0,0.0,0.0,1.0,2.0,27.0,7.0,MinnesotaTimberwolvesatDetroitPistonsBoxScore January17,,,,,,,,,,,,,,,
1,Karl-Anthony Towns,37:21,8.0,14.0,0.571,2.0,3.0,0.667,3.0,3.0,1.0,2.0,12.0,14.0,3.0,2.0,1.0,1.0,1.0,21.0,11.0,MinnesotaTimberwolvesatGoldenStateWarriorsBoxScore November12,,,,,,,,,,,,,,,
0,Karl-Anthony Towns,41:41,12.0,26.0,0.462,5.0,12.0,0.417,4.0,4.0,1.0,1.0,10.0,11.0,2.0,2.0,0.0,5.0,1.0,33.0,8.0,MinnesotaTimberwolvesatGoldenStateWarriorsBoxScore November14,,,,,,,,,,,,,,,
