Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
4,Bogdan Bogdanović,35:05,5.0,18.0,0.278,2.0,10.0,0.2,0.0,0.0,0.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,3.0,12.0,-4.0,AtlantaHawksatBostonCelticsBoxScore February7,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,31:45,8.0,12.0,0.667,7.0,10.0,0.7,0.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0,0.0,4.0,3.0,23.0,-1.0,AtlantaHawksatBostonCelticsBoxScore November26,,,,,,,,,,,,,,,
7,Bogdan Bogdanović,24:26,3.0,9.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,7.0,6.0,AtlantaHawksatCharlotteHornetsBoxScore October25,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,31:24,8.0,21.0,0.381,3.0,12.0,0.25,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,22.0,3.0,AtlantaHawksatChicagoBullsBoxScore December26,,,,,,,,,,,,,,,
11,Bogdan Bogdanović,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AtlantaHawksatClevelandCavaliersBoxScore December16,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,30:35,6.0,16.0,0.375,4.0,10.0,0.4,2.0,2.0,1.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,2.0,18.0,-3.0,AtlantaHawksatClevelandCavaliersBoxScore November28,,,,,,,,,,,,,,,
3,Bogdan Bogdanović,33:56,7.0,17.0,0.412,3.0,11.0,0.273,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,17.0,5.0,AtlantaHawksatDetroitPistonsBoxScore November14,,,,,,,,,,,,,,,
2,Bogdan Bogdanović,32:31,6.0,11.0,0.545,4.0,9.0,0.444,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,17.0,-6.0,AtlantaHawksatGoldenStateWarriorsBoxScore January24,,,,,,,,,,,,,,,
7,Bogdan Bogdanović,29:36,8.0,14.0,0.571,4.0,8.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,5.0,1.0,1.0,0.0,3.0,22.0,14.0,AtlantaHawksatHoustonRocketsBoxScore December20,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,23:22,3.0,14.0,0.214,1.0,9.0,0.111,9.0,10.0,0.9,0.0,4.0,4.0,3.0,2.0,0.0,3.0,2.0,16.0,-18.0,AtlantaHawksatIndianaPacersBoxScore January5,,,,,,,,,,,,,,,
