Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2,Onyeka Okongwu,35:54,7.0,11.0,0.636,1.0,3.0,0.333,4.0,4.0,1.0,6.0,4.0,10.0,3.0,0.0,2.0,1.0,3.0,19.0,4.0,AtlantaHawksatBostonCelticsBoxScore February7,,,,,,,,,,,,,,,
7,Onyeka Okongwu,27:01,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0,-2.0,AtlantaHawksatBostonCelticsBoxScore November26,,,,,,,,,,,,,,,
8,Onyeka Okongwu,19:20,3.0,5.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,5.0,7.0,14.0,AtlantaHawksatCharlotteHornetsBoxScore October25,,,,,,,,,,,,,,,
7,Onyeka Okongwu,21:11,4.0,6.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,3.0,11.0,2.0,AtlantaHawksatChicagoBullsBoxScore December26,,,,,,,,,,,,,,,
3,Onyeka Okongwu,32:09,7.0,12.0,0.583,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,16.0,-15.0,AtlantaHawksatClevelandCavaliersBoxScore December16,,,,,,,,,,,,,,,
7,Onyeka Okongwu,21:42,4.0,8.0,0.5,1.0,1.0,1.0,4.0,5.0,0.8,2.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,AtlantaHawksatClevelandCavaliersBoxScore November28,,,,,,,,,,,,,,,
7,Onyeka Okongwu,21:22,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,0.0,1.0,2.0,5.0,8.0,-2.0,AtlantaHawksatDetroitPistonsBoxScore November14,,,,,,,,,,,,,,,
6,Onyeka Okongwu,25:17,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,1.0,3.0,3.0,6.0,-17.0,AtlantaHawksatGoldenStateWarriorsBoxScore January24,,,,,,,,,,,,,,,
6,Onyeka Okongwu,32:41,8.0,11.0,0.727,0.0,1.0,0.0,3.0,4.0,0.75,1.0,10.0,11.0,2.0,0.0,0.0,0.0,1.0,19.0,12.0,AtlantaHawksatHoustonRocketsBoxScore December20,,,,,,,,,,,,,,,
7,Onyeka Okongwu,20:47,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,4.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,3.0,-8.0,AtlantaHawksatIndianaPacersBoxScore January5,,,,,,,,,,,,,,,
