Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
4,Mason Plumlee,20:51,3.0,5.0,0.6,0.0,0.0,0.0,2.0,4.0,0.5,2.0,7.0,9.0,3.0,1.0,1.0,0.0,0.0,8.0,6.0,LosAngelesClippersatAtlantaHawksBoxScore February5,,,,,,,,,,,,,,,
4,Mason Plumlee,21:09,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,2.0,8.0,27.0,LosAngelesClippersatBostonCelticsBoxScore January27,,,,,,,,,,,,,,,
3,Mason Plumlee,22:22,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.75,1.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,5.0,-11.0,LosAngelesClippersatClevelandCavaliersBoxScore January29,,,,,,,,,,,,,,,
3,Mason Plumlee,25:53,5.0,7.0,0.714,0.0,0.0,0.0,2.0,3.0,0.667,3.0,6.0,9.0,2.0,1.0,0.0,1.0,3.0,12.0,-4.0,LosAngelesClippersatDetroitPistonsBoxScore February2,,,,,,,,,,,,,,,
14,Mason Plumlee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LosAngelesClippersatLosAngelesLakersBoxScore January7,,,,,,,,,,,,,,,
8,Mason Plumlee,18:45,1.0,3.0,0.333,0.0,0.0,0.0,3.0,6.0,0.5,0.0,6.0,6.0,0.0,3.0,0.0,1.0,0.0,5.0,-9.0,LosAngelesClippersatLosAngelesLakersBoxScore November1,,,,,,,,,,,,,,,
14,Mason Plumlee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LosAngelesClippersatMemphisGrizzliesBoxScore January12,,,,,,,,,,,,,,,
7,Mason Plumlee,26:16,1.0,2.0,0.5,0.0,0.0,0.0,3.0,4.0,0.75,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,LosAngelesClippersatMiamiHeatBoxScore February4,,,,,,,,,,,,,,,
8,Mason Plumlee,15:40,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,8.0,3.0,LosAngelesClippersatMinnesotaTimberwolvesBoxScore January14,,,,,,,,,,,,,,,
10,Mason Plumlee,7:11,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,0.8,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,-15.0,LosAngelesClippersatNewOrleansPelicansBoxScore January5,,,,,,,,,,,,,,,
9,Mason Plumlee,10:50,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,10.0,LosAngelesClippersatNewYorkKnicksBoxScore November6,,,,,,,,,,,,,,,
13,Mason Plumlee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LosAngelesClippersatPhoenixSunsBoxScore January3,,,,,,,,,,,,,,,
4,Mason Plumlee,25:13,6.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,3.0,0.0,0.0,1.0,1.0,12.0,19.0,LosAngelesClippersatTorontoRaptorsBoxScore January26,,,,,,,,,,,,,,,
9,Mason Plumlee,11:55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,-11.0,LosAngelesClippersatUtahJazzBoxScore October27,,,,,,,,,,,,,,,
4,Mason Plumlee,19:21,2.0,5.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,11.0,1.0,0.0,0.0,1.0,2.0,5.0,23.0,LosAngelesClippersatWashingtonWizardsBoxScore January31,,,,,,,,,,,,,,,
4,Mason Plumlee,15:05,1.0,3.0,0.333,0.0,0.0,0.0,5.0,6.0,0.833,1.0,7.0,8.0,1.0,0.0,0.0,0.0,2.0,7.0,-7.0,BrooklynNetsatLosAngelesClippersBoxScore January21,,,,,,,,,,,,,,,
8,Mason Plumlee,18:45,,,,,,,,,,,,,,,,,,,,LosAngelesClippersatLosAngelesLakersBoxScore November1,0.443,0.333,0.0,2.0,0.0,39.4,17.5,0.0,7.7,0.0,15.1,15.2,79.0,103.0,-0.2
4,Mason Plumlee,19:05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,LosAngelesLakersatLosAngelesClippersBoxScore January23,,,,,,,,,,,,,,,
14,Mason Plumlee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiamiHeatatLosAngelesClippersBoxScore January1,,,,,,,,,,,,,,,
9,Mason Plumlee,15:06,4.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,6.0,11.0,-16.0,NewOrleansPelicansatLosAngelesClippersBoxScore February7,,,,,,,,,,,,,,,
3,Mason Plumlee,28:10,5.0,5.0,1.0,0.0,0.0,0.0,4.0,7.0,0.571,2.0,3.0,5.0,2.0,0.0,3.0,0.0,2.0,14.0,13.0,OklahomaCityThunderatLosAngelesClippersBoxScore January16,,,,,,,,,,,,,,,
7,Mason Plumlee,22:20,5.0,7.0,0.714,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,0.0,1.0,2.0,4.0,10.0,-5.0,OrlandoMagicatLosAngelesClippersBoxScore October31,,,,,,,,,,,,,,,
11,Mason Plumlee,4:38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,PhoenixSunsatLosAngelesClippersBoxScore January8,,,,,,,,,,,,,,,
8,Mason Plumlee,17:31,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,3.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,-6.0,PortlandTrailBlazersatLosAngelesClippersBoxScore October25,,,,,,,,,,,,,,,
7,Mason Plumlee,20:41,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,SanAntonioSpursatLosAngelesClippersBoxScore October29,,,,,,,,,,,,,,,
13,Mason Plumlee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TorontoRaptorsatLosAngelesClippersBoxScore January10,,,,,,,,,,,,,,,
