Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
4,Zach LaVine,24:37,1.0,9.0,0.111,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,-22.0,ChicagoBullsatBostonCelticsBoxScore November28,,,,,,,,,,,,,,,
0,Zach LaVine,39:13,8.0,18.0,0.444,1.0,5.0,0.2,3.0,4.0,0.75,0.0,6.0,6.0,4.0,0.0,0.0,0.0,1.0,20.0,1.0,ChicagoBullsatBrooklynNetsBoxScore November26,,,,,,,,,,,,,,,
6,Zach LaVine,35:40,2.0,8.0,0.25,2.0,6.0,0.333,3.0,4.0,0.75,1.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,9.0,-5.0,ChicagoBullsatCharlotteHornetsBoxScore January8,,,,,,,,,,,,,,,
3,Zach LaVine,34:40,7.0,14.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,17.0,-18.0,ChicagoBullsatClevelandCavaliersBoxScore January15,,,,,,,,,,,,,,,
0,Zach LaVine,35:56,7.0,17.0,0.412,5.0,9.0,0.556,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,22.0,-6.0,ChicagoBullsatDallasMavericksBoxScore November1,,,,,,,,,,,,,,,
1,Zach LaVine,30:38,4.0,12.0,0.333,1.0,5.0,0.2,3.0,4.0,0.75,0.0,4.0,4.0,4.0,1.0,0.0,3.0,2.0,12.0,-27.0,ChicagoBullsatDenverNuggetsBoxScore November4,,,,,,,,,,,,,,,
0,Zach LaVine,37:26,19.0,33.0,0.576,7.0,13.0,0.538,6.0,8.0,0.75,2.0,3.0,5.0,0.0,1.0,0.0,4.0,2.0,51.0,-8.0,ChicagoBullsatDetroitPistonsBoxScore October28,,,,,,,,,,,,,,,
0,Zach LaVine,35:51,6.0,17.0,0.353,1.0,6.0,0.167,10.0,11.0,0.909,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,23.0,2.0,ChicagoBullsatIndianaPacersBoxScore October30,,,,,,,,,,,,,,,
0,Zach LaVine,39:13,5.0,19.0,0.263,2.0,10.0,0.2,8.0,8.0,1.0,1.0,7.0,8.0,5.0,1.0,1.0,1.0,1.0,20.0,-6.0,ChicagoBullsatMilwaukeeBucksBoxScore November13,,,,,,,,,,,,,,,
11,Zach LaVine,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ChicagoBullsatOklahomaCityThunderBoxScore November22,,,,,,,,,,,,,,,
0,Zach LaVine,35:44,3.0,8.0,0.375,1.0,5.0,0.2,3.0,4.0,0.75,0.0,6.0,6.0,7.0,1.0,0.0,2.0,3.0,10.0,12.0,ChicagoBullsatSanAntonioSpursBoxScore January13,,,,,,,,,,,,,,,
4,Zach LaVine,24:12,3.0,7.0,0.429,1.0,3.0,0.333,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,4.0,8.0,-4.0,ChicagoBullsatTorontoRaptorsBoxScore January18,,,,,,,,,,,,,,,
1,Zach LaVine,38:17,16.0,23.0,0.696,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,5.0,4.0,36.0,-2.0,ChicagoBullsatTorontoRaptorsBoxScore November24,,,,,,,,,,,,,,,
0,Zach LaVine,38:26,10.0,21.0,0.476,1.0,6.0,0.167,3.0,4.0,0.75,1.0,6.0,7.0,5.0,1.0,1.0,2.0,2.0,24.0,8.0,BrooklynNetsatChicagoBullsBoxScore November3,,,,,,,,,,,,,,,
6,Zach LaVine,29:55,6.0,11.0,0.545,1.0,5.0,0.2,2.0,3.0,0.667,0.0,5.0,5.0,4.0,0.0,0.0,2.0,1.0,15.0,4.0,CharlotteHornetsatChicagoBullsBoxScore January5,,,,,,,,,,,,,,,
6,Zach LaVine,35:40,,,,,,,,,,,,,,,,,,,,ChicagoBullsatCharlotteHornetsBoxScore January8,0.461,0.375,0.75,0.5,3.5,5.6,4.7,17.7,0.0,5.7,17.0,15.1,103.0,119.0,-3.5
1,Zach LaVine,34:17,6.0,14.0,0.429,1.0,6.0,0.167,6.0,6.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,19.0,1.0,DetroitPistonsatChicagoBullsBoxScore November12,,,,,,,,,,,,,,,
2,Zach LaVine,35:04,9.0,15.0,0.6,4.0,8.0,0.5,3.0,3.0,1.0,0.0,8.0,8.0,7.0,0.0,1.0,1.0,3.0,25.0,2.0,GoldenStateWarriorsatChicagoBullsBoxScore January12,,,,,,,,,,,,,,,
1,Zach LaVine,35:03,5.0,10.0,0.5,3.0,7.0,0.429,0.0,0.0,0.0,0.0,8.0,8.0,6.0,3.0,1.0,1.0,2.0,13.0,-2.0,MiamiHeatatChicagoBullsBoxScore November18,,,,,,,,,,,,,,,
0,Zach LaVine,34:58,5.0,9.0,0.556,2.0,6.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,13.0,-24.0,MiamiHeatatChicagoBullsBoxScore November20,,,,,,,,,,,,,,,
