Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
12,Dejounte Murray,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AtlantaHawksatBostonCelticsBoxScore February7,,,,,,,,,,,,,,,
2,Dejounte Murray,34:12,2.0,13.0,0.154,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,3.0,1.0,6.0,-7.0,AtlantaHawksatBostonCelticsBoxScore November26,,,,,,,,,,,,,,,
1,Dejounte Murray,32:44,3.0,14.0,0.214,0.0,3.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,11.0,-15.0,AtlantaHawksatCharlotteHornetsBoxScore October25,,,,,,,,,,,,,,,
1,Dejounte Murray,34:22,6.0,15.0,0.4,2.0,9.0,0.222,3.0,4.0,0.75,0.0,6.0,6.0,4.0,2.0,1.0,3.0,4.0,17.0,0.0,AtlantaHawksatChicagoBullsBoxScore December26,,,,,,,,,,,,,,,
1,Dejounte Murray,36:43,8.0,19.0,0.421,0.0,5.0,0.0,5.0,6.0,0.833,0.0,3.0,3.0,6.0,1.0,1.0,0.0,2.0,21.0,-3.0,AtlantaHawksatClevelandCavaliersBoxScore December16,,,,,,,,,,,,,,,
2,Dejounte Murray,31:03,5.0,14.0,0.357,3.0,7.0,0.429,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,13.0,-21.0,AtlantaHawksatClevelandCavaliersBoxScore November28,,,,,,,,,,,,,,,
0,Dejounte Murray,37:29,11.0,21.0,0.524,1.0,4.0,0.25,9.0,9.0,1.0,0.0,5.0,5.0,10.0,3.0,0.0,2.0,2.0,32.0,9.0,AtlantaHawksatDetroitPistonsBoxScore November14,,,,,,,,,,,,,,,
1,Dejounte Murray,33:13,7.0,19.0,0.368,2.0,7.0,0.286,7.0,8.0,0.875,3.0,4.0,7.0,7.0,1.0,0.0,2.0,2.0,23.0,-13.0,AtlantaHawksatGoldenStateWarriorsBoxScore January24,,,,,,,,,,,,,,,
1,Dejounte Murray,35:18,7.0,15.0,0.467,3.0,8.0,0.375,4.0,5.0,0.8,2.0,1.0,3.0,5.0,0.0,1.0,3.0,2.0,21.0,-8.0,AtlantaHawksatHoustonRocketsBoxScore December20,,,,,,,,,,,,,,,
0,Dejounte Murray,34:20,13.0,19.0,0.684,2.0,3.0,0.667,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,30.0,-20.0,AtlantaHawksatIndianaPacersBoxScore January5,,,,,,,,,,,,,,,
2,Dejounte Murray,34:27,10.0,20.0,0.5,3.0,9.0,0.333,1.0,3.0,0.333,1.0,7.0,8.0,6.0,3.0,0.0,2.0,0.0,24.0,-3.0,AtlantaHawksatMiamiHeatBoxScore December22,,,,,,,,,,,,,,,
0,Dejounte Murray,39:46,9.0,22.0,0.409,3.0,7.0,0.429,1.0,1.0,1.0,0.0,3.0,3.0,11.0,2.0,0.0,2.0,2.0,22.0,3.0,AtlantaHawksatMiamiHeatBoxScore January19,,,,,,,,,,,,,,,
2,Dejounte Murray,34:00,12.0,19.0,0.632,4.0,6.0,0.667,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,30.0,-7.0,AtlantaHawksatMilwaukeeBucksBoxScore December2,,,,,,,,,,,,,,,
1,Dejounte Murray,29:44,6.0,12.0,0.5,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,0.0,15.0,26.0,AtlantaHawksatMilwaukeeBucksBoxScore October29,,,,,,,,,,,,,,,
1,Dejounte Murray,37:12,8.0,20.0,0.4,2.0,9.0,0.222,2.0,2.0,1.0,2.0,6.0,8.0,7.0,0.0,0.0,3.0,1.0,20.0,13.0,AtlantaHawksatNewOrleansPelicansBoxScore November4,,,,,,,,,,,,,,,
2,Dejounte Murray,32:58,7.0,16.0,0.438,6.0,9.0,0.667,9.0,10.0,0.9,2.0,2.0,4.0,6.0,1.0,0.0,3.0,4.0,29.0,-3.0,AtlantaHawksatOklahomaCityThunderBoxScore November6,,,,,,,,,,,,,,,
2,Dejounte Murray,40:06,9.0,20.0,0.45,0.0,2.0,0.0,6.0,10.0,0.6,0.0,6.0,6.0,2.0,0.0,0.0,3.0,2.0,24.0,-14.0,AtlantaHawksatOrlandoMagicBoxScore January7,,,,,,,,,,,,,,,
1,Dejounte Murray,33:04,6.0,15.0,0.4,3.0,7.0,0.429,1.0,2.0,0.5,0.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,16.0,5.0,AtlantaHawksatOrlandoMagicBoxScore November9,,,,,,,,,,,,,,,
3,Dejounte Murray,35:58,7.0,17.0,0.412,2.0,5.0,0.4,4.0,4.0,1.0,1.0,3.0,4.0,9.0,1.0,0.0,4.0,1.0,20.0,-7.0,AtlantaHawksatPhiladelphia76ersBoxScore December8,,,,,,,,,,,,,,,
0,Dejounte Murray,40:06,11.0,23.0,0.478,6.0,10.0,0.6,7.0,8.0,0.875,0.0,10.0,10.0,6.0,0.0,1.0,4.0,1.0,35.0,-4.0,AtlantaHawksatSacramentoKingsBoxScore January22,,,,,,,,,,,,,,,
1,Dejounte Murray,34:46,10.0,21.0,0.476,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,24.0,-1.0,AtlantaHawksatSanAntonioSpursBoxScore November30,,,,,,,,,,,,,,,
2,Dejounte Murray,34:02,8.0,17.0,0.471,4.0,9.0,0.444,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,2.0,20.0,-17.0,AtlantaHawksatTorontoRaptorsBoxScore December13,,,,,,,,,,,,,,,
4,Dejounte Murray,33:19,8.0,18.0,0.444,1.0,6.0,0.167,0.0,0.0,0.0,1.0,6.0,7.0,9.0,1.0,0.0,1.0,3.0,17.0,18.0,AtlantaHawksatTorontoRaptorsBoxScore December15,,,,,,,,,,,,,,,
2,Dejounte Murray,34:10,13.0,21.0,0.619,3.0,6.0,0.5,3.0,5.0,0.6,1.0,5.0,6.0,3.0,0.0,0.0,1.0,1.0,32.0,0.0,AtlantaHawksatWashingtonWizardsBoxScore December31,,,,,,,,,,,,,,,
2,Dejounte Murray,26:43,4.0,14.0,0.286,1.0,6.0,0.167,2.0,2.0,1.0,0.0,5.0,5.0,10.0,4.0,0.0,0.0,0.0,11.0,19.0,AtlantaHawksatWashingtonWizardsBoxScore November25,,,,,,,,,,,,,,,
2,Dejounte Murray,40:06,,,,,,,,,,,,,,,,,,,,AtlantaHawksatOrlandoMagicBoxScore January7,0.492,0.45,0.1,0.5,0.0,14.4,7.4,8.8,0.0,0.0,10.9,31.3,91.0,118.0,-8.0
3,Dejounte Murray,31:59,6.0,16.0,0.375,1.0,5.0,0.2,0.0,0.0,0.0,0.0,10.0,10.0,9.0,1.0,0.0,0.0,3.0,13.0,2.0,BrooklynNetsatAtlantaHawksBoxScore December6,,,,,,,,,,,,,,,
0,Dejounte Murray,34:43,10.0,19.0,0.526,2.0,7.0,0.286,2.0,2.0,1.0,0.0,9.0,9.0,5.0,1.0,0.0,2.0,2.0,24.0,-20.0,ClevelandCavaliersatAtlantaHawksBoxScore January20,,,,,,,,,,,,,,,
2,Dejounte Murray,37:03,9.0,18.0,0.5,3.0,7.0,0.429,1.0,2.0,0.5,1.0,4.0,5.0,7.0,0.0,0.0,3.0,3.0,22.0,-21.0,DallasMavericksatAtlantaHawksBoxScore January26,,,,,,,,,,,,,,,
1,Dejounte Murray,38:13,8.0,22.0,0.364,3.0,8.0,0.375,2.0,2.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,2.0,2.0,21.0,-6.0,DenverNuggetsatAtlantaHawksBoxScore December11,,,,,,,,,,,,,,,
2,Dejounte Murray,32:57,8.0,13.0,0.615,3.0,5.0,0.6,1.0,2.0,0.5,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,20.0,2.0,DetroitPistonsatAtlantaHawksBoxScore December18,,,,,,,,,,,,,,,
1,Dejounte Murray,31:47,13.0,18.0,0.722,3.0,6.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,3.0,2.0,29.0,-1.0,IndianaPacersatAtlantaHawksBoxScore January12,,,,,,,,,,,,,,,
1,Dejounte Murray,34:15,11.0,19.0,0.579,4.0,6.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,0.0,5.0,3.0,28.0,-7.0,IndianaPacersatAtlantaHawksBoxScore November21,,,,,,,,,,,,,,,
2,Dejounte Murray,34:18,7.0,18.0,0.389,3.0,7.0,0.429,4.0,5.0,0.8,1.0,4.0,5.0,7.0,0.0,0.0,2.0,1.0,21.0,-7.0,LosAngelesClippersatAtlantaHawksBoxScore February5,,,,,,,,,,,,,,,
