Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
3,Victor Wembanyama,27:05,12.0,18.0,0.667,1.0,5.0,0.2,1.0,1.0,1.0,2.0,11.0,13.0,2.0,2.0,5.0,3.0,2.0,26.0,-2.0,SanAntonioSpursatAtlantaHawksBoxScore January15
3,Victor Wembanyama,26:36,10.0,19.0,0.526,2.0,6.0,0.333,5.0,6.0,0.833,2.0,3.0,5.0,1.0,0.0,1.0,5.0,2.0,27.0,-14.0,SanAntonioSpursatBostonCelticsBoxScore January17
4,Victor Wembanyama,22:13,3.0,8.0,0.375,0.0,1.0,0.0,1.0,3.0,0.333,0.0,5.0,5.0,5.0,2.0,3.0,2.0,0.0,7.0,-7.0,SanAntonioSpursatChicagoBullsBoxScore December21
3,Victor Wembanyama,24:37,6.0,13.0,0.462,2.0,5.0,0.4,10.0,11.0,0.909,0.0,10.0,10.0,3.0,1.0,5.0,3.0,3.0,24.0,17.0,SanAntonioSpursatClevelandCavaliersBoxScore January7
14,Victor Wembanyama,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SanAntonioSpursatDallasMavericksBoxScore December23
1,Victor Wembanyama,24:56,7.0,17.0,0.412,2.0,5.0,0.4,6.0,7.0,0.857,4.0,7.0,11.0,2.0,6.0,4.0,3.0,4.0,22.0,-10.0,SanAntonioSpursatDenverNuggetsBoxScore November26
3,Victor Wembanyama,21:02,6.0,16.0,0.375,0.0,4.0,0.0,4.0,5.0,0.8,3.0,9.0,12.0,10.0,0.0,0.0,0.0,1.0,16.0,15.0,SanAntonioSpursatDetroitPistonsBoxScore January10
0,Victor Wembanyama,35:09,8.0,18.0,0.444,1.0,6.0,0.167,5.0,5.0,1.0,2.0,7.0,9.0,4.0,1.0,2.0,6.0,2.0,22.0,2.0,SanAntonioSpursatGoldenStateWarriorsBoxScore November24
3,Victor Wembanyama,33:00,7.0,15.0,0.467,1.0,6.0,0.167,0.0,1.0,0.0,2.0,16.0,18.0,3.0,0.0,5.0,5.0,3.0,15.0,-12.0,SanAntonioSpursatHoustonRocketsBoxScore December11
2,Victor Wembanyama,21:17,3.0,12.0,0.25,2.0,5.0,0.4,5.0,6.0,0.833,1.0,9.0,10.0,0.0,1.0,2.0,2.0,1.0,13.0,-9.0,SanAntonioSpursatIndianaPacersBoxScore November6
