Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
14,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatBostonCelticsBoxScore January29
12,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatCharlotteHornetsBoxScore December15
9,Cody Zeller,11:58,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,-17.0,NewOrleansPelicansatChicagoBullsBoxScore December2
12,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatClevelandCavaliersBoxScore December21
12,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatDallasMavericksBoxScore January13
12,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatDallasMavericksBoxScore January15
13,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatDenverNuggetsBoxScore January12
10,Cody Zeller,4:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,NewOrleansPelicansatDenverNuggetsBoxScore November6
11,Cody Zeller,7:55,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,6.0,1.0,NewOrleansPelicansatGoldenStateWarriorsBoxScore January10
14,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatHoustonRocketsBoxScore January31
