Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
8,Buddy Hield,23:14,7.0,11.0,0.636,4.0,6.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,18.0,14.0,IndianaPacersatAtlantaHawksBoxScore January12
1,Buddy Hield,30:53,9.0,11.0,0.818,6.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,24.0,20.0,IndianaPacersatAtlantaHawksBoxScore November21
1,Buddy Hield,36:24,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,2.0,4.0,6.0,4.0,3.0,0.0,1.0,2.0,12.0,7.0,IndianaPacersatBostonCelticsBoxScore January30
7,Buddy Hield,23:40,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,0.0,1.0,3.0,7.0,-16.0,IndianaPacersatBostonCelticsBoxScore November1
9,Buddy Hield,11:37,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-6.0,IndianaPacersatCharlotteHornetsBoxScore February4
6,Buddy Hield,32:53,7.0,13.0,0.538,5.0,10.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,19.0,22.0,IndianaPacersatChicagoBullsBoxScore December28
9,Buddy Hield,18:48,4.0,12.0,0.333,2.0,7.0,0.286,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,6.0,IndianaPacersatClevelandCavaliersBoxScore October28
2,Buddy Hield,28:00,6.0,13.0,0.462,2.0,9.0,0.222,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,16.0,1.0,IndianaPacersatDenverNuggetsBoxScore January14
3,Buddy Hield,30:41,6.0,9.0,0.667,4.0,7.0,0.571,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,16.0,2.0,IndianaPacersatDetroitPistonsBoxScore December11
6,Buddy Hield,33:03,4.0,14.0,0.286,3.0,11.0,0.273,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,11.0,-10.0,IndianaPacersatHoustonRocketsBoxScore December26
2,Buddy Hield,32:01,5.0,14.0,0.357,5.0,13.0,0.385,0.0,0.0,0.0,2.0,4.0,6.0,4.0,2.0,0.0,2.0,2.0,15.0,4.0,IndianaPacersatMemphisGrizzliesBoxScore December21
3,Buddy Hield,24:20,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,7.0,20.0,IndianaPacersatMiamiHeatBoxScore December2
3,Buddy Hield,30:53,5.0,16.0,0.313,2.0,11.0,0.182,0.0,0.0,0.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,6.0,12.0,-13.0,IndianaPacersatMiamiHeatBoxScore November30
3,Buddy Hield,26:40,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,-10.0,IndianaPacersatMilwaukeeBucksBoxScore December13
2,Buddy Hield,30:02,3.0,11.0,0.273,0.0,6.0,0.0,2.0,2.0,1.0,4.0,7.0,11.0,2.0,2.0,1.0,2.0,3.0,8.0,0.0,IndianaPacersatMilwaukeeBucksBoxScore December7
9,Buddy Hield,20:36,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,IndianaPacersatMilwaukeeBucksBoxScore January1
3,Buddy Hield,18:12,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,-11.0,IndianaPacersatMinnesotaTimberwolvesBoxScore December16
2,Buddy Hield,27:56,1.0,8.0,0.125,1.0,7.0,0.143,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,-10.0,IndianaPacersatNewYorkKnicksBoxScore February1
7,Buddy Hield,20:32,6.0,14.0,0.429,4.0,8.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,16.0,-1.0,IndianaPacersatPhiladelphia76ersBoxScore November12
6,Buddy Hield,28:57,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,10.0,IndianaPacersatPhiladelphia76ersBoxScore November14
0,Buddy Hield,31:24,6.0,10.0,0.6,5.0,8.0,0.625,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,18.0,-20.0,IndianaPacersatPhoenixSunsBoxScore January21
0,Buddy Hield,36:26,6.0,13.0,0.462,6.0,11.0,0.545,0.0,0.0,0.0,1.0,5.0,6.0,7.0,1.0,1.0,1.0,4.0,18.0,11.0,IndianaPacersatPortlandTrailBlazersBoxScore January19
1,Buddy Hield,36:15,4.0,9.0,0.444,2.0,6.0,0.333,2.0,2.0,1.0,0.0,5.0,5.0,8.0,1.0,1.0,1.0,2.0,12.0,5.0,IndianaPacersatSacramentoKingsBoxScore January18
2,Buddy Hield,22:43,5.0,8.0,0.625,3.0,5.0,0.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,-24.0,IndianaPacersatUtahJazzBoxScore January15
1,Buddy Hield,27:24,4.0,14.0,0.286,3.0,11.0,0.273,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,11.0,-15.0,IndianaPacersatWashingtonWizardsBoxScore December15
9,Buddy Hield,16:47,4.0,9.0,0.444,3.0,8.0,0.375,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,11.0,9.0,AtlantaHawksatIndianaPacersBoxScore January5
