Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
7,Delon Wright,21:54,3.0,7.0,0.429,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,8.0,10.0,WashingtonWizardsatAtlantaHawksBoxScore January13
7,Delon Wright,21:36,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,9.0,2.0,0.0,0.0,1.0,3.0,6.0,WashingtonWizardsatAtlantaHawksBoxScore November1
7,Delon Wright,26:01,4.0,5.0,0.8,2.0,3.0,0.667,8.0,8.0,1.0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,1.0,18.0,26.0,WashingtonWizardsatCharlotteHornetsBoxScore November8
9,Delon Wright,18:26,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,-21.0,WashingtonWizardsatClevelandCavaliersBoxScore January3
9,Delon Wright,16:25,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,7.0,-6.0,WashingtonWizardsatClevelandCavaliersBoxScore January5
10,Delon Wright,11:25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,-8.0,WashingtonWizardsatDetroitPistonsBoxScore January27
8,Delon Wright,14:24,1.0,4.0,0.25,0.0,1.0,0.0,1.0,4.0,0.25,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,-3.0,WashingtonWizardsatIndianaPacersBoxScore January10
6,Delon Wright,25:19,3.0,8.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,3.0,0.0,0.0,1.0,8.0,-15.0,WashingtonWizardsatIndianaPacersBoxScore October25
7,Delon Wright,17:14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,-11.0,WashingtonWizardsatMiamiHeatBoxScore November3
9,Delon Wright,11:10,1.0,5.0,0.2,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,-2.0,WashingtonWizardsatNewYorkKnicksBoxScore January18
