Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails
4,Julian Champagnie,20:05,5.0,8.0,0.625,5.0,8.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0,5.0,SanAntonioSpursatAtlantaHawksBoxScore January15
4,Julian Champagnie,17:31,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,SanAntonioSpursatBostonCelticsBoxScore January17
4,Julian Champagnie,18:43,4.0,7.0,0.571,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,9.0,-18.0,SanAntonioSpursatCharlotteHornetsBoxScore January19
10,Julian Champagnie,10:49,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,-7.0,SanAntonioSpursatChicagoBullsBoxScore December21
4,Julian Champagnie,15:31,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,SanAntonioSpursatClevelandCavaliersBoxScore January7
4,Julian Champagnie,21:28,4.0,6.0,0.667,2.0,4.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,12.0,-7.0,SanAntonioSpursatDallasMavericksBoxScore December23
8,Julian Champagnie,16:48,4.0,8.0,0.5,3.0,6.0,0.5,2.0,4.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,2.0,SanAntonioSpursatDenverNuggetsBoxScore November26
4,Julian Champagnie,20:55,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,9.0,SanAntonioSpursatDetroitPistonsBoxScore January10
11,Julian Champagnie,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SanAntonioSpursatGoldenStateWarriorsBoxScore November24
10,Julian Champagnie,8:12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,SanAntonioSpursatHoustonRocketsBoxScore December11
10,Julian Champagnie,16:35,2.0,8.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,-15.0,SanAntonioSpursatIndianaPacersBoxScore November6
11,Julian Champagnie,6:55,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,-13.0,SanAntonioSpursatLosAngelesClippersBoxScore October29
3,Julian Champagnie,22:28,3.0,6.0,0.5,3.0,6.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,4.0,12.0,12.0,SanAntonioSpursatMemphisGrizzliesBoxScore January2
4,Julian Champagnie,19:27,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,0.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,2.0,6.0,7.0,SanAntonioSpursatMiamiHeatBoxScore February7
11,Julian Champagnie,2:09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,SanAntonioSpursatMilwaukeeBucksBoxScore December19
10,Julian Champagnie,3:47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,SanAntonioSpursatMinnesotaTimberwolvesBoxScore December6
3,Julian Champagnie,22:14,4.0,7.0,0.571,3.0,6.0,0.5,1.0,1.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,3.0,3.0,12.0,-7.0,SanAntonioSpursatNewOrleansPelicansBoxScore December1
13,Julian Champagnie,3:06,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SanAntonioSpursatNewYorkKnicksBoxScore November8
1,Julian Champagnie,30:44,4.0,14.0,0.286,3.0,7.0,0.429,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,0.0,13.0,-21.0,SanAntonioSpursatOklahomaCityThunderBoxScore November14
