Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameDetails,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
9,John Konchar,13:19,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,2.0,0.0,1.0,5.0,3.0,MemphisGrizzliesatAtlantaHawksBoxScore December23,,,,,,,,,,,,,,,
10,John Konchar,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MemphisGrizzliesatBostonCelticsBoxScore February4,,,,,,,,,,,,,,,
4,John Konchar,26:35,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,2.0,2.0,0.0,2.0,-9.0,MemphisGrizzliesatChicagoBullsBoxScore January20,,,,,,,,,,,,,,,
13,John Konchar,2:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,MemphisGrizzliesatDallasMavericksBoxScore December1,,,,,,,,,,,,,,,
9,John Konchar,25:06,1.0,3.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,3.0,0.0,1.0,0.0,0.0,4.0,18.0,MemphisGrizzliesatDallasMavericksBoxScore January9,,,,,,,,,,,,,,,
7,John Konchar,24:57,4.0,9.0,0.444,1.0,5.0,0.2,1.0,1.0,1.0,3.0,4.0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,-30.0,MemphisGrizzliesatDenverNuggetsBoxScore December28,,,,,,,,,,,,,,,
9,John Konchar,21:44,3.0,4.0,0.75,2.0,2.0,1.0,1.0,2.0,0.5,1.0,6.0,7.0,2.0,2.0,1.0,0.0,0.0,9.0,22.0,MemphisGrizzliesatDetroitPistonsBoxScore December6,,,,,,,,,,,,,,,
11,John Konchar,7:07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0,MemphisGrizzliesatHoustonRocketsBoxScore December13,,,,,,,,,,,,,,,
6,John Konchar,29:02,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,2.0,0.0,2.0,0.0,3.0,0.0,-11.0,MemphisGrizzliesatHoustonRocketsBoxScore November22,,,,,,,,,,,,,,,
3,John Konchar,29:41,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,0.0,2.0,5.0,7.0,4.0,0.0,2.0,2.0,1.0,9.0,-5.0,MemphisGrizzliesatIndianaPacersBoxScore January28,,,,,,,,,,,,,,,
12,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MemphisGrizzliesatLosAngelesClippersBoxScore December29,,,,,,,,,,,,,,,
10,John Konchar,4:55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-12.0,MemphisGrizzliesatLosAngelesClippersBoxScore November12,,,,,,,,,,,,,,,
11,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MemphisGrizzliesatLosAngelesLakersBoxScore January5,,,,,,,,,,,,,,,
10,John Konchar,18:08,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,0.0,0.0,1.0,6.0,0.0,MemphisGrizzliesatLosAngelesLakersBoxScore November14,,,,,,,,,,,,,,,
3,John Konchar,30:40,5.0,7.0,0.714,1.0,3.0,0.333,0.0,0.0,0.0,3.0,7.0,10.0,2.0,1.0,1.0,2.0,4.0,11.0,-6.0,MemphisGrizzliesatMiamiHeatBoxScore January24,,,,,,,,,,,,,,,
4,John Konchar,26:51,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,5.0,14.0,MemphisGrizzliesatMinnesotaTimberwolvesBoxScore January18,,,,,,,,,,,,,,,
6,John Konchar,21:41,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,-6.0,MemphisGrizzliesatNewOrleansPelicansBoxScore December19,,,,,,,,,,,,,,,
12,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MemphisGrizzliesatNewOrleansPelicansBoxScore December26,,,,,,,,,,,,,,,
2,John Konchar,26:09,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,5.0,-14.0,MemphisGrizzliesatNewYorkKnicksBoxScore February6,,,,,,,,,,,,,,,
9,John Konchar,16:53,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,5.0,-20.0,MemphisGrizzliesatOklahomaCityThunderBoxScore December18,,,,,,,,,,,,,,,
8,John Konchar,19:53,2.0,5.0,0.4,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,6.0,-2.0,MemphisGrizzliesatPhoenixSunsBoxScore December2,,,,,,,,,,,,,,,
10,John Konchar,3:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,MemphisGrizzliesatPhoenixSunsBoxScore January7,,,,,,,,,,,,,,,
9,John Konchar,10:36,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,MemphisGrizzliesatPortlandTrailBlazersBoxScore November3,,,,,,,,,,,,,,,
3,John Konchar,23:06,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,-7.0,MemphisGrizzliesatSanAntonioSpursBoxScore November18,,,,,,,,,,,,,,,
3,John Konchar,28:10,3.0,6.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,4.0,0.0,5.0,1.0,2.0,6.0,0.0,MemphisGrizzliesatTorontoRaptorsBoxScore January22,,,,,,,,,,,,,,,
10,John Konchar,17:31,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,7.0,-8.0,MemphisGrizzliesatUtahJazzBoxScore November1,,,,,,,,,,,,,,,
7,John Konchar,21:57,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,6.0,9.0,1.0,2.0,2.0,1.0,0.0,5.0,1.0,MemphisGrizzliesatWashingtonWizardsBoxScore October28,,,,,,,,,,,,,,,
3,John Konchar,26:20,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,-13.0,BostonCelticsatMemphisGrizzliesBoxScore November19,,,,,,,,,,,,,,,
3,John Konchar,29:55,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,ChicagoBullsatMemphisGrizzliesBoxScore February8,,,,,,,,,,,,,,,
2,John Konchar,32:11,3.0,4.0,0.75,0.0,1.0,0.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,2.0,1.0,3.0,8.0,-8.0,ClevelandCavaliersatMemphisGrizzliesBoxScore February1,,,,,,,,,,,,,,,
7,John Konchar,25:03,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,-2.0,DallasMavericksatMemphisGrizzliesBoxScore December11,,,,,,,,,,,,,,,
7,John Konchar,19:12,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,-3.0,DallasMavericksatMemphisGrizzliesBoxScore October30,,,,,,,,,,,,,,,
6,John Konchar,30:21,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,DenverNuggetsatMemphisGrizzliesBoxScore October27,,,,,,,,,,,,,,,
3,John Konchar,27:52,1.0,7.0,0.143,1.0,3.0,0.333,0.0,0.0,0.0,4.0,8.0,12.0,5.0,1.0,0.0,2.0,2.0,3.0,-3.0,GoldenStateWarriorsatMemphisGrizzliesBoxScore February2,,,,,,,,,,,,,,,
10,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoldenStateWarriorsatMemphisGrizzliesBoxScore January15,,,,,,,,,,,,,,,
11,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HoustonRocketsatMemphisGrizzliesBoxScore December15,,,,,,,,,,,,,,,
7,John Konchar,20:51,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,2.0,0.0,1.0,6.0,11.0,IndianaPacersatMemphisGrizzliesBoxScore December21,,,,,,,,,,,,,,,
11,John Konchar,6:16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-11.0,LosAngelesClippersatMemphisGrizzliesBoxScore January12,,,,,,,,,,,,,,,
12,John Konchar,0:0,,,,,,,,,,,,,,,,,,,,MemphisGrizzliesatNewOrleansPelicansBoxScore December26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,John Konchar,10:36,,,,,,,,,,,,,,,,,,,,MemphisGrizzliesatPortlandTrailBlazersBoxScore November3,0.5,0.5,0.0,0.0,0.0,8.9,5.1,0.0,0.0,7.8,0.0,8.4,98.0,109.0,-3.2
10,John Konchar,16:46,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,-13.0,MinnesotaTimberwolvesatMemphisGrizzliesBoxScore December8,,,,,,,,,,,,,,,
13,John Konchar,2:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,MinnesotaTimberwolvesatMemphisGrizzliesBoxScore November26,,,,,,,,,,,,,,,
12,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatMemphisGrizzliesBoxScore October25,,,,,,,,,,,,,,,
7,John Konchar,20:25,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,-9.0,NewYorkKnicksatMemphisGrizzliesBoxScore January13,,,,,,,,,,,,,,,
4,John Konchar,26:07,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,7.0,8.0,OrlandoMagicatMemphisGrizzliesBoxScore January26,,,,,,,,,,,,,,,
8,John Konchar,17:44,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.0,PhoenixSunsatMemphisGrizzliesBoxScore November24,,,,,,,,,,,,,,,
12,John Konchar,4:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,SacramentoKingsatMemphisGrizzliesBoxScore December31,,,,,,,,,,,,,,,
10,John Konchar,0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,SanAntonioSpursatMemphisGrizzliesBoxScore January2,,,,,,,,,,,,,,,
9,John Konchar,8:03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,TorontoRaptorsatMemphisGrizzliesBoxScore January3,,,,,,,,,,,,,,,
6,John Konchar,21:24,2.0,6.0,0.333,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,-7.0,UtahJazzatMemphisGrizzliesBoxScore November10,,,,,,,,,,,,,,,
12,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtahJazzatMemphisGrizzliesBoxScore November29,,,,,,,,,,,,,,,
