,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Anthony Davis,35:14,9,13,.692,0,1,.000,8,11,.727,4,8,12,6,3,2,1,1,26,-12,Brooklyn Nets,Los Angeles Lakers,2024-01-19
1,D'Angelo Russell,34:53,7,14,.500,3,5,.600,3,3,1.000,0,1,1,7,1,0,2,4,20,-16,Brooklyn Nets,Los Angeles Lakers,2024-01-19
2,LeBron James,33:44,9,22,.409,2,5,.400,4,5,.800,5,6,11,5,0,0,4,1,24,-13,Brooklyn Nets,Los Angeles Lakers,2024-01-19
3,Austin Reaves,33:25,4,12,.333,0,6,.000,1,1,1.000,0,3,3,5,1,0,0,2,9,-13,Brooklyn Nets,Los Angeles Lakers,2024-01-19
4,Taurean Prince,28:59,3,7,.429,2,4,.500,2,2,1.000,0,3,3,2,1,0,3,1,10,-12,Brooklyn Nets,Los Angeles Lakers,2024-01-19
6,Jarred Vanderbilt,19:23,5,5,1.000,2,2,1.000,0,0,,0,5,5,0,0,0,0,0,12,-10,Brooklyn Nets,Los Angeles Lakers,2024-01-19
7,Max Christie,19:01,2,3,.667,2,3,.667,0,0,,0,2,2,1,0,0,1,1,6,-6,Brooklyn Nets,Los Angeles Lakers,2024-01-19
8,Rui Hachimura,15:28,0,6,.000,0,3,.000,0,0,,1,1,2,1,0,0,1,0,0,-1,Brooklyn Nets,Los Angeles Lakers,2024-01-19
9,Christian Wood,11:05,1,6,.167,1,3,.333,2,2,1.000,0,4,4,3,1,1,1,0,5,-7,Brooklyn Nets,Los Angeles Lakers,2024-01-19
10,Jaxson Hayes,2:56,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0,Brooklyn Nets,Los Angeles Lakers,2024-01-19
11,Jalen Hood-Schifino,2:56,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,0,Brooklyn Nets,Los Angeles Lakers,2024-01-19
12,Maxwell Lewis,2:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Brooklyn Nets,Los Angeles Lakers,2024-01-19
