,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Keldon Johnson,35:41,.888,.857,.286,.286,2.6,13.1,7.3,34.1,0.0,0.0,6.0,18.6,174,118,12.9,Los Angeles Lakers,San Antonio Spurs,2023-12-13
1,Devin Vassell,35:03,.409,.367,.467,.133,0.0,16.7,7.4,14.4,2.5,0.0,11.2,20.2,86,112,-6.8,Los Angeles Lakers,San Antonio Spurs,2023-12-13
2,Victor Wembanyama,32:30,.623,.619,.238,.333,11.6,32.4,20.9,10.3,4.1,15.8,17.2,35.5,106,92,7.7,Los Angeles Lakers,San Antonio Spurs,2023-12-13
3,Jeremy Sochan,29:17,.253,.278,.444,.222,12.9,16.0,14.3,19.6,0.0,0.0,23.3,17.5,77,117,-11.1,Los Angeles Lakers,San Antonio Spurs,2023-12-13
4,Malaki Branham,28:24,.707,.692,.385,.077,0.0,12.4,5.5,0.0,1.6,0.0,18.2,23.0,103,115,-2.8,Los Angeles Lakers,San Antonio Spurs,2023-12-13
6,Tre Jones,22:12,.600,.600,.400,.000,0.0,5.3,2.4,28.1,0.0,0.0,28.6,12.5,108,119,-6.4,Los Angeles Lakers,San Antonio Spurs,2023-12-13
7,Zach Collins,18:44,.563,.500,.375,.250,5.0,6.2,5.6,0.0,0.0,0.0,10.1,20.9,105,118,-8.5,Los Angeles Lakers,San Antonio Spurs,2023-12-13
8,Cedi Osman,16:40,.625,.625,.500,.000,0.0,49.2,21.9,14.7,0.0,0.0,0.0,9.5,139,115,0.8,Los Angeles Lakers,San Antonio Spurs,2023-12-13
9,Doug McDermott,15:03,.300,.300,.600,.000,0.0,7.8,3.5,7.6,2.9,0.0,0.0,13.2,74,112,-7.0,Los Angeles Lakers,San Antonio Spurs,2023-12-13
10,Julian Champagnie,6:26,.000,.000,1.000,.000,0.0,18.2,8.1,16.6,6.9,0.0,0.0,12.3,34,102,-5.7,Los Angeles Lakers,San Antonio Spurs,2023-12-13
11,Devonte' Graham,0:0,Los Angeles Lakers,San Antonio Spurs,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Sandro Mamukelashvili,0:0,Los Angeles Lakers,San Antonio Spurs,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Blake Wesley,0:0,Los Angeles Lakers,San Antonio Spurs,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
