,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Franz Wagner,32:21,.538,.538,.538,.000,3.5,24.7,14.1,15.3,0.0,2.6,18.8,21.3,92,115,-3.6
1,Markelle Fultz,32:12,.524,.545,.000,.091,3.5,14.2,8.9,5.1,1.4,0.0,14.9,18.0,90,116,-6.2
2,Paolo Banchero,32:03,.454,.423,.231,.615,0.0,14.3,7.1,19.6,5.8,0.0,15.4,26.2,85,106,-0.3
3,Jalen Suggs,31:36,.550,.550,.500,.000,7.2,14.5,10.8,15.0,1.5,2.6,23.1,17.7,94,114,-3.1
4,Wendell Carter Jr.,29:42,.329,.250,.250,.750,3.8,26.9,15.4,13.9,1.6,0.0,15.8,18.3,73,113,-7.0
5,player,,,,,,,,,,,,,,,,
6,Gary Harris,17:45,.712,.800,.800,.600,0.0,12.9,6.4,18.1,2.6,0.0,0.0,15.3,142,114,8.2
7,Cole Anthony,17:31,.579,.500,.333,1.000,0.0,13.0,6.5,9.2,0.0,0.0,10.4,23.7,108,119,-5.4
8,Moritz Wagner,14:22,.674,.571,.286,.857,0.0,8.0,4.0,13.6,3.2,5.8,9.4,31.9,125,109,9.4
9,Joe Ingles,12:48,.000,.000,1.000,.000,0.0,8.9,4.5,9.9,0.0,0.0,0.0,3.4,50,121,-9.0
10,Goga Bitadze,3:56,.568,,,,29.1,0.0,14.5,96.3,0.0,0.0,0.0,9.6,177,123,33.1
11,Anthony Black,3:56,,,,,0.0,0.0,0.0,32.1,0.0,0.0,,0.0,218,122,-3.1
12,Caleb Houstan,3:56,.551,.500,.800,.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,106,123,7.3
13,Jett Howard,3:56,1.000,1.000,.000,.000,0.0,29.1,14.5,0.0,0.0,0.0,0.0,10.9,200,117,5.6
14,Chuma Okeke,3:56,1.000,1.000,.000,.000,29.1,0.0,14.5,0.0,0.0,0.0,50.0,21.9,96,123,-3.1
