,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Zach Collins,31:01,6,11,.545,1,4,.250,0,0,,5,3,8,1,0,0,4,3,13,-33,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
1,Julian Champagnie,30:44,4,14,.286,3,7,.429,2,2,1.000,1,2,3,3,4,3,2,0,13,-21,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
2,Victor Wembanyama,28:20,4,15,.267,0,3,.000,0,0,,3,11,14,2,0,2,5,2,8,-31,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
3,Jeremy Sochan,27:42,4,11,.364,1,1,1.000,0,0,,1,2,3,5,0,0,3,2,9,-31,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
4,Devin Vassell,24:41,5,12,.417,1,2,.500,1,2,.500,0,3,3,4,2,1,1,1,12,-20,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
6,Malaki Branham,25:43,5,13,.385,0,4,.000,1,2,.500,1,1,2,0,1,0,3,2,11,-23,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
7,Doug McDermott,18:07,2,4,.500,1,2,.500,0,0,,0,1,1,1,0,0,4,0,5,-18,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
8,Devonte' Graham,17:03,1,3,.333,0,2,.000,2,3,.667,0,1,1,7,0,0,2,2,4,+5,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
9,Charles Bassey,16:50,3,5,.600,0,0,,0,0,,2,5,7,1,0,0,0,1,6,-3,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
10,Cedi Osman,14:37,2,5,.400,2,5,.400,0,0,,0,0,0,0,0,0,0,0,6,-7,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
11,Dominick Barlow,5:12,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,San Antonio Spurs,Oklahoma City Thunder,2023-11-14
12,Sandro Mamukelashvili,0:0,San Antonio Spurs,Oklahoma City Thunder,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
