,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,De'Aaron Fox,40:25,.528,.500,.400,.850,2.2,22.1,10.9,27.4,2.3,0.0,6.8,29.3,112,116,1.0,Golden State Warriors,Sacramento Kings,2023-11-28
1,Domantas Sabonis,36:40,.467,.286,.143,.857,4.8,18.3,10.7,34.1,1.2,0.0,9.4,11.7,131,120,1.8,Golden State Warriors,Sacramento Kings,2023-11-28
2,Kevin Huerter,32:43,.706,.714,.500,.143,8.0,20.5,13.5,25.1,0.0,0.0,6.3,19.5,143,122,6.1,Golden State Warriors,Sacramento Kings,2023-11-28
3,Harrison Barnes,25:42,.750,.750,.625,.000,0.0,17.4,7.6,5.9,1.8,4.4,11.1,14.1,126,116,3.5,Golden State Warriors,Sacramento Kings,2023-11-28
4,Chris Duarte,14:16,.512,.500,.250,.500,0.0,0.0,0.0,0.0,6.4,0.0,0.0,13.7,104,111,-1.9,Golden State Warriors,Sacramento Kings,2023-11-28
6,Malik Monk,25:56,.661,.633,.467,.133,3.4,8.6,5.7,7.1,1.8,4.4,15.9,29.2,108,118,2.6,Golden State Warriors,Sacramento Kings,2023-11-28
7,Trey Lyles,24:07,.552,.417,.667,1.500,10.9,13.9,12.2,0.0,0.0,4.7,9.1,18.3,118,121,-4.5,Golden State Warriors,Sacramento Kings,2023-11-28
8,Sasha Vezenkov,15:28,.444,.444,.667,.000,5.6,21.7,12.7,9.8,0.0,14.8,0.0,23.4,101,113,1.4,Golden State Warriors,Sacramento Kings,2023-11-28
9,Davion Mitchell,9:00,.410,.250,.500,.500,0.0,0.0,0.0,0.0,5.1,0.0,0.0,21.8,91,114,-9.2,Golden State Warriors,Sacramento Kings,2023-11-28
10,Keon Ellis,5:35,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,139,127,2.1,Golden State Warriors,Sacramento Kings,2023-11-28
11,JaVale McGee,5:20,.266,.000,.000,2.000,16.4,0.0,9.2,0.0,0.0,42.9,34.7,21.7,60,102,-12.5,Golden State Warriors,Sacramento Kings,2023-11-28
12,Kessler Edwards,4:47,.000,.000,1.000,.000,0.0,46.7,20.5,0.0,0.0,0.0,0.0,8.4,0,117,-12.9,Golden State Warriors,Sacramento Kings,2023-11-28
13,Jordan Ford,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Colby Jones,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jalen Slawson,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
