,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,35:11,.627,.500,.167,.750,6.5,11.9,9.3,16.1,4.2,0.0,15.8,23.0,122,113,1.3
1,Nic Claxton,28:17,.335,.300,.000,.100,16.2,11.1,13.5,18.4,0.0,10.0,0.0,15.8,112,115,-1.3
2,Cameron Johnson,26:08,.551,.550,.400,.200,8.7,12.0,10.4,16.8,3.8,0.0,15.5,21.0,108,114,0.9
3,Spencer Dinwiddie,23:57,.644,.500,1.000,.667,0.0,4.4,2.3,15.0,0.0,0.0,20.5,8.7,127,125,-6.6
4,Ben Simmons,22:59,.333,.333,.000,.000,5.0,40.9,23.7,49.7,0.0,4.1,25.0,14.9,103,113,3.7
5,player,,,,,,,,,,,,,,,,
6,Dorian Finney-Smith,27:48,.592,.625,.750,.125,4.1,15.0,9.8,9.8,0.0,0.0,26.2,17.6,91,122,-5.4
7,Cam Thomas,25:08,.697,.667,.238,.524,0.0,12.5,6.5,22.2,2.0,0.0,3.7,45.6,138,118,15.5
8,Royce O'Neale,22:48,.417,.417,.667,.000,0.0,32.0,16.7,11.1,0.0,0.0,14.3,13.1,88,118,-7.3
9,Dennis Smith Jr.,15:50,1.000,1.000,.600,.000,14.4,13.2,13.8,10.1,0.0,0.0,16.7,16.2,154,123,8.3
10,Day'Ron Sharpe,11:54,.667,.667,.000,.000,9.6,8.8,9.2,0.0,0.0,15.8,50.0,21.5,62,111,-13.0
11,Noah Clowney,Did Not Play,,,,,,,,,,,,,,,
12,Harry Giles,Did Not Play,,,,,,,,,,,,,,,
13,Lonnie Walker IV,Did Not Play,,,,,,,,,,,,,,,
14,Trendon Watford,Did Not Play,,,,,,,,,,,,,,,
