,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jaime Jaquez Jr.,38:37,5,11,.455,1,2,.500,3,4,.750,0,4,4,4,1,0,2,1,14,+6,Houston Rockets,Miami Heat,2024-01-08
1,Tyler Herro,34:26,10,20,.500,5,10,.500,3,3,1.000,2,1,3,3,0,0,1,2,28,+1,Houston Rockets,Miami Heat,2024-01-08
2,Bam Adebayo,31:38,9,12,.750,0,0,,4,7,.571,1,11,12,3,1,0,3,4,22,+12,Houston Rockets,Miami Heat,2024-01-08
3,Nikola Jović,21:23,2,9,.222,1,5,.200,1,4,.250,3,5,8,6,2,2,2,3,6,+7,Houston Rockets,Miami Heat,2024-01-08
4,Kyle Lowry,16:22,2,3,.667,1,1,1.000,1,2,.500,1,2,3,1,0,2,1,1,6,+5,Houston Rockets,Miami Heat,2024-01-08
6,Duncan Robinson,29:28,4,12,.333,3,10,.300,3,3,1.000,0,3,3,7,1,0,1,6,14,+2,Houston Rockets,Miami Heat,2024-01-08
7,Josh Richardson,29:08,4,6,.667,2,3,.667,2,2,1.000,0,2,2,2,0,1,0,2,12,+1,Houston Rockets,Miami Heat,2024-01-08
8,Kevin Love,23:11,4,7,.571,1,3,.333,6,7,.857,3,4,7,4,1,0,1,2,15,+5,Houston Rockets,Miami Heat,2024-01-08
9,Haywood Highsmith,15:47,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,0,0,0,3,-4,Houston Rockets,Miami Heat,2024-01-08
10,Thomas Bryant,0:0,Houston Rockets,Miami Heat,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jamal Cain,0:0,Houston Rockets,Miami Heat,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Orlando Robinson,0:0,Houston Rockets,Miami Heat,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
