,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Pascal Siakam,40:21,13,20,.650,5,8,.625,5,6,.833,0,5,5,2,1,0,1,3,36,+1
1,Jakob Poeltl,37:07,5,8,.625,0,0,,4,7,.571,4,7,11,4,0,3,4,4,14,+3
2,Scottie Barnes,35:58,7,17,.412,1,5,.200,5,7,.714,1,5,6,5,1,1,0,3,20,-5
3,RJ Barrett,29:25,6,12,.500,1,2,.500,6,8,.750,3,6,9,1,0,0,5,5,19,-7
4,Immanuel Quickley,28:01,5,13,.385,2,5,.400,2,3,.667,0,6,6,3,2,0,0,4,14,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Dennis Schröder,29:42,3,7,.429,1,5,.200,5,7,.714,0,3,3,8,0,0,1,2,12,+12
7,Gary Trent Jr.,26:04,3,10,.300,1,5,.200,2,2,1.000,2,4,6,2,1,0,0,1,9,-1
8,Chris Boucher,11:21,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
9,Thaddeus Young,2:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4
10,Gradey Dick,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Javon Freeman-Liberty,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jontay Porter,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Otto Porter Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,,,,,
