,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Derrick White,37:34,.481,.417,.611,.222,2.4,8.3,5.2,22.5,2.6,2.1,9.2,25.0,98,107,2.1
1,Jayson Tatum,37:05,.522,.500,.429,.214,2.4,39.4,19.6,27.5,3.9,0.0,11.5,20.1,104,96,6.6
2,Jaylen Brown,35:32,.396,.385,.538,.154,0.0,5.9,2.7,8.8,1.4,2.2,22.4,21.7,63,111,-9.1
3,Jrue Holiday,34:45,.607,.556,.333,.222,2.6,12.0,7.0,22.7,1.4,0.0,16.8,14.7,113,110,2.1
4,Kristaps Porziņģis,31:04,.644,.579,.316,.421,11.7,6.7,9.4,22.6,0.0,2.5,0.0,31.2,138,113,12.6
5,player,,,,,,,,,,,,,,,,
6,Al Horford,26:13,.250,.250,1.000,.000,0.0,19.9,9.2,16.1,0.0,6.0,14.3,11.5,64,107,-3.3
7,Sam Hauser,18:40,.813,.813,.750,.000,0.0,22.4,10.4,0.0,2.6,4.2,0.0,18.5,140,101,16.2
8,Payton Pritchard,16:01,.000,.000,.500,.000,11.3,0.0,6.1,33.3,0.0,0.0,20.0,13.5,63,117,-8.8
9,Luke Kornet,3:05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-7.8
10,Dalano Banton,Did Not Play,,,,,,,,,,,,,,,
11,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,
12,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,
13,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,
