,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Alperen Şengün,28:44,10,14,.714,1,2,.500,3,3,1.000,1,12,13,8,0,0,2,4,24,+23,Toronto Raptors,Houston Rockets,2024-02-02
1,Jalen Green,27:27,7,14,.500,0,4,.000,0,1,.000,0,4,4,3,0,0,1,1,14,+17,Toronto Raptors,Houston Rockets,2024-02-02
2,Fred VanVleet,24:45,4,7,.571,2,4,.500,0,0,,0,2,2,6,0,1,1,3,10,+13,Toronto Raptors,Houston Rockets,2024-02-02
3,Jabari Smith Jr.,24:06,4,9,.444,2,5,.400,1,1,1.000,1,2,3,1,0,0,1,0,11,+8,Toronto Raptors,Houston Rockets,2024-02-02
4,Dillon Brooks,23:41,2,6,.333,1,2,.500,1,2,.500,0,5,5,0,0,1,0,1,6,+11,Toronto Raptors,Houston Rockets,2024-02-02
6,Amen Thompson,24:09,9,11,.818,0,1,.000,1,2,.500,1,6,7,4,2,1,2,3,19,+27,Toronto Raptors,Houston Rockets,2024-02-02
7,Cam Whitmore,21:23,10,17,.588,3,7,.429,2,2,1.000,3,3,6,1,2,0,2,1,25,+22,Toronto Raptors,Houston Rockets,2024-02-02
8,Jae'Sean Tate,17:13,1,2,.500,0,0,,0,0,,0,1,1,3,1,0,0,2,2,+14,Toronto Raptors,Houston Rockets,2024-02-02
9,Jeff Green,15:16,2,2,1.000,0,0,,4,4,1.000,0,3,3,1,1,0,2,3,8,+5,Toronto Raptors,Houston Rockets,2024-02-02
10,Aaron Holiday,12:07,1,2,.500,1,2,.500,0,0,,0,0,0,2,1,0,2,1,3,-1,Toronto Raptors,Houston Rockets,2024-02-02
11,Reggie Bullock,9:30,1,4,.250,1,3,.333,0,0,,0,1,1,1,1,0,0,0,3,+3,Toronto Raptors,Houston Rockets,2024-02-02
12,Boban Marjanović,3:53,2,2,1.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,0,6,+1,Toronto Raptors,Houston Rockets,2024-02-02
13,Nate Hinton,3:53,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,+1,Toronto Raptors,Houston Rockets,2024-02-02
14,Jermaine Samuels,3:53,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1,Toronto Raptors,Houston Rockets,2024-02-02
15,Jock Landale,0:0,Toronto Raptors,Houston Rockets,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
