,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,29:08,7,11,.636,4,6,.667,4,5,.800,3,6,9,2,1,0,3,2,22,+19,Toronto Raptors,Utah Jazz,2024-01-12
1,Simone Fontecchio,22:30,5,9,.556,3,5,.600,0,0,,1,1,2,0,0,1,0,0,13,+10,Toronto Raptors,Utah Jazz,2024-01-12
2,Collin Sexton,20:09,5,10,.500,3,3,1.000,7,8,.875,0,2,2,5,2,0,2,0,20,+15,Toronto Raptors,Utah Jazz,2024-01-12
3,Kris Dunn,17:27,3,4,.750,0,1,.000,0,0,,2,3,5,5,1,2,2,3,6,+15,Toronto Raptors,Utah Jazz,2024-01-12
4,John Collins,14:28,2,3,.667,0,1,.000,0,0,,1,6,7,1,0,0,1,4,4,+2,Toronto Raptors,Utah Jazz,2024-01-12
6,Jordan Clarkson,30:33,8,16,.500,5,9,.556,0,0,,0,1,1,5,0,0,0,1,21,+17,Toronto Raptors,Utah Jazz,2024-01-12
7,Keyonte George,24:12,3,10,.300,0,5,.000,3,3,1.000,0,3,3,6,0,0,3,0,9,+12,Toronto Raptors,Utah Jazz,2024-01-12
8,Ochai Agbaji,21:51,3,8,.375,2,7,.286,0,0,,1,4,5,1,0,2,0,1,8,+17,Toronto Raptors,Utah Jazz,2024-01-12
9,Kelly Olynyk,21:18,4,7,.571,1,2,.500,2,4,.500,2,8,10,5,1,0,1,3,11,+14,Toronto Raptors,Utah Jazz,2024-01-12
10,Walker Kessler,20:29,5,5,1.000,0,0,,2,4,.500,2,4,6,1,1,3,0,4,12,+7,Toronto Raptors,Utah Jazz,2024-01-12
11,Luka Šamanić,5:33,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,1,2,4,+13,Toronto Raptors,Utah Jazz,2024-01-12
12,Omer Yurtseven,5:04,2,2,1.000,0,0,,0,0,,2,2,4,0,0,0,0,1,4,+9,Toronto Raptors,Utah Jazz,2024-01-12
13,Taylor Hendricks,3:39,2,2,1.000,2,2,1.000,0,0,,0,1,1,1,1,0,0,1,6,+5,Toronto Raptors,Utah Jazz,2024-01-12
14,Brice Sensabaugh,3:39,2,4,.500,1,2,.500,0,0,,0,0,0,2,0,0,0,1,5,+5,Toronto Raptors,Utah Jazz,2024-01-12
15,Talen Horton-Tucker,0:0,Toronto Raptors,Utah Jazz,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
