,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Aaron Gordon,38:30,7,11,.636,0,1,.000,2,6,.333,3,3,6,4,0,0,2,5,16,0,Denver Nuggets,Philadelphia76ers,2024-01-16
1,Jamal Murray,38:08,7,16,.438,1,3,.333,2,2,1.000,1,2,3,10,0,1,2,0,17,-5,Denver Nuggets,Philadelphia76ers,2024-01-16
2,Nikola Jokić,38:00,11,20,.550,0,2,.000,3,4,.750,11,8,19,3,1,1,4,3,25,+1,Denver Nuggets,Philadelphia76ers,2024-01-16
3,Michael Porter Jr.,33:47,6,12,.500,4,8,.500,4,5,.800,0,5,5,0,1,0,1,3,20,-12,Denver Nuggets,Philadelphia76ers,2024-01-16
4,Kentavious Caldwell-Pope,32:47,5,13,.385,2,7,.286,1,1,1.000,0,5,5,2,1,0,0,2,13,-3,Denver Nuggets,Philadelphia76ers,2024-01-16
6,Reggie Jackson,19:40,3,6,.500,2,3,.667,2,2,1.000,0,2,2,2,1,0,1,0,10,+4,Denver Nuggets,Philadelphia76ers,2024-01-16
7,Christian Braun,17:48,3,5,.600,2,3,.667,3,3,1.000,0,4,4,0,0,1,0,3,11,+3,Denver Nuggets,Philadelphia76ers,2024-01-16
8,Peyton Watson,11:18,1,4,.250,1,2,.500,2,2,1.000,1,0,1,2,0,0,0,0,5,-8,Denver Nuggets,Philadelphia76ers,2024-01-16
9,DeAndre Jordan,9:59,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,3,4,-5,Denver Nuggets,Philadelphia76ers,2024-01-16
10,Collin Gillespie,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Justin Holiday,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jay Huff,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Braxton Key,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Zeke Nnaji,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jalen Pickett,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
