,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Julius Randle,36:37,.571,.500,.381,.286,6.2,28.3,16.6,13.5,0.0,0.0,20.2,33.8,106,108,-2.7,Los Angeles Clippers,New York Knicks,2023-11-06
1,Jalen Brunson,35:12,.272,.208,.250,.167,6.5,3.7,5.2,21.4,4.4,0.0,23.7,20.0,78,103,-7.5,Los Angeles Clippers,New York Knicks,2023-11-06
2,Mitchell Robinson,34:48,.623,.600,.000,.100,29.6,22.4,26.2,0.0,5.9,0.0,0.0,12.5,158,96,6.6,Los Angeles Clippers,New York Knicks,2023-11-06
3,RJ Barrett,30:43,.697,.625,.250,.375,3.7,21.1,11.9,23.2,0.0,0.0,21.2,32.1,121,110,4.5,Los Angeles Clippers,New York Knicks,2023-11-06
4,Quentin Grimes,20:47,.375,.375,1.000,.000,0.0,6.2,2.9,0.0,2.5,0.0,20.0,10.0,70,107,-7.3,Los Angeles Clippers,New York Knicks,2023-11-06
6,Josh Hart,32:12,.530,.500,.444,.111,0.0,12.1,5.7,29.8,3.2,0.0,17.5,14.8,121,104,4.8,Los Angeles Clippers,New York Knicks,2023-11-06
7,Immanuel Quickley,20:18,.700,.700,.600,.000,0.0,6.4,3.0,34.9,0.0,0.0,0.0,10.3,176,112,7.0,Los Angeles Clippers,New York Knicks,2023-11-06
8,Donte DiVincenzo,16:11,.872,.917,.833,.333,14.1,32.1,22.5,10.2,3.2,7.2,12.7,20.3,151,96,21.6,Los Angeles Clippers,New York Knicks,2023-11-06
9,Isaiah Hartenstein,13:12,.600,.600,.000,.000,17.3,9.8,13.8,24.2,7.8,0.0,0.0,15.8,155,94,12.4,Los Angeles Clippers,New York Knicks,2023-11-06
10,Ryan Arcidiacono,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Evan Fournier,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DaQuan Jeffries,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Miles McBride,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jericho Sims,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Dylan Windler,0:0,Los Angeles Clippers,New York Knicks,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
