,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,DeMar DeRozan,38:30,10,13,.769,3,4,.750,5,5,1.000,0,3,3,4,1,1,0,1,28,-25,Chicago Bulls,New York Knicks,2024-01-03
1,Coby White,37:42,9,19,.474,6,9,.667,2,2,1.000,0,4,4,8,0,1,3,1,26,-23,Chicago Bulls,New York Knicks,2024-01-03
2,Alex Caruso,32:37,5,13,.385,2,8,.250,1,1,1.000,0,4,4,3,4,1,1,4,13,-11,Chicago Bulls,New York Knicks,2024-01-03
3,Andre Drummond,30:27,5,12,.417,0,0,,3,6,.500,8,8,16,0,2,1,1,3,13,-15,Chicago Bulls,New York Knicks,2024-01-03
4,Patrick Williams,26:49,2,8,.250,1,2,.500,0,0,,1,3,4,2,1,0,5,3,5,-14,Chicago Bulls,New York Knicks,2024-01-03
6,Ayo Dosunmu,31:23,2,12,.167,1,6,.167,2,2,1.000,0,4,4,4,0,2,0,1,7,-11,Chicago Bulls,New York Knicks,2024-01-03
7,Terry Taylor,15:43,2,3,.667,0,0,,0,0,,1,1,2,0,0,0,0,0,4,0,Chicago Bulls,New York Knicks,2024-01-03
8,Jevon Carter,15:36,1,6,.167,0,3,.000,0,0,,0,0,0,2,1,1,1,2,2,+13,Chicago Bulls,New York Knicks,2024-01-03
9,Dalen Terry,8:22,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,2,2,+6,Chicago Bulls,New York Knicks,2024-01-03
10,Julian Phillips,1:43,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,Chicago Bulls,New York Knicks,2024-01-03
11,Adama Sanogo,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Chicago Bulls,New York Knicks,2024-01-03
12,Torrey Craig,Did Not Dress,Chicago Bulls,New York Knicks,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
