,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jayson Tatum,37:36,14,23,.609,8,13,.615,2,4,.500,1,12,13,6,1,0,4,4,38,+19,Boston Celtics,Indiana Pacers,2024-01-06
1,Jrue Holiday,36:44,3,9,.333,1,5,.200,1,2,.500,1,5,6,5,1,0,2,2,8,+6,Boston Celtics,Indiana Pacers,2024-01-06
2,Jaylen Brown,35:46,13,20,.650,1,4,.250,4,8,.500,1,3,4,1,0,1,3,0,31,+7,Boston Celtics,Indiana Pacers,2024-01-06
3,Derrick White,24:11,3,6,.500,1,2,.500,0,0,,0,5,5,2,0,1,4,5,7,+20,Boston Celtics,Indiana Pacers,2024-01-06
4,Kristaps Porziņģis,6:14,1,2,.500,0,1,.000,0,0,,1,2,3,0,1,1,0,0,2,+4,Boston Celtics,Indiana Pacers,2024-01-06
6,Al Horford,29:35,4,8,.500,2,5,.400,0,2,.000,1,6,7,8,1,2,2,1,10,+10,Boston Celtics,Indiana Pacers,2024-01-06
7,Oshae Brissett,19:47,3,9,.333,1,3,.333,1,1,1.000,5,3,8,0,0,1,0,3,8,+4,Boston Celtics,Indiana Pacers,2024-01-06
8,Sam Hauser,16:26,2,6,.333,1,5,.200,0,0,,0,4,4,1,0,0,1,4,5,+2,Boston Celtics,Indiana Pacers,2024-01-06
9,Luke Kornet,16:01,1,2,.500,0,0,,2,2,1.000,3,1,4,3,1,0,1,1,4,+3,Boston Celtics,Indiana Pacers,2024-01-06
10,Payton Pritchard,15:28,2,5,.400,1,3,.333,0,0,,0,2,2,0,1,0,0,0,5,+10,Boston Celtics,Indiana Pacers,2024-01-06
11,Dalano Banton,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Boston Celtics,Indiana Pacers,2024-01-06
12,Svi Mykhailiuk,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Boston Celtics,Indiana Pacers,2024-01-06
13,Neemias Queta,0:0,Boston Celtics,Indiana Pacers,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lamar Stevens,0:0,Boston Celtics,Indiana Pacers,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
