,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Davis,35:14,.729,.692,.077,.846,12.7,25.9,19.2,29.5,4.1,5.7,5.3,22.4,153,119,14.9
1,D'Angelo Russell,34:53,.653,.607,.357,.214,0.0,3.3,1.6,31.7,1.4,0.0,11.5,20.8,126,133,-0.6
2,LeBron James,33:44,.496,.455,.227,.227,16.5,20.3,18.4,26.2,0.0,0.0,14.2,35.0,101,134,-3.8
3,Austin Reaves,33:25,.362,.333,.500,.083,0.0,10.3,5.1,21.0,1.4,0.0,0.0,15.6,96,132,-9.5
4,Taurean Prince,28:59,.635,.571,.571,.286,0.0,11.8,5.8,9.5,1.7,0.0,27.6,15.7,93,131,-6.3
5,player,,,,,,,,,,,,,,,,
6,Jarred Vanderbilt,19:23,1.200,1.200,.400,.000,0.0,29.5,14.6,0.0,0.0,0.0,0.0,10.8,240,132,8.4
7,Max Christie,19:01,1.000,1.000,1.000,.000,0.0,12.0,5.9,7.2,0.0,0.0,25.0,8.8,124,135,-2.3
8,Rui Hachimura,15:28,.000,.000,.500,.000,7.2,7.4,7.3,7.8,0.0,0.0,14.3,19.0,21,136,-25.1
9,Christian Wood,11:05,.363,.250,.500,.333,0.0,41.2,20.4,36.4,4.3,9.0,12.7,29.8,87,113,4.5
10,Jaxson Hayes,2:56,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0,137,-24.5
11,Jalen Hood-Schifino,2:56,.000,.000,.000,.000,0.0,39.0,19.3,40.9,0.0,0.0,50.0,28.6,28,130,-31.5
12,Maxwell Lewis,2:56,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,137,-9.9
