,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Lauri Markkanen,33:39,9,18,.500,1,6,.167,5,6,.833,3,5,8,0,3,0,2,2,24,-1
1,Keyonte George,33:39,3,9,.333,3,6,.500,7,7,1.000,0,3,3,7,1,0,0,2,16,-1
2,Jordan Clarkson,32:14,5,11,.455,2,4,.500,1,2,.500,0,2,2,5,0,0,7,0,13,-8
3,Kelly Olynyk,32:14,5,5,1.000,0,0,,3,3,1.000,3,6,9,5,1,1,3,1,13,-8
4,John Collins,32:14,6,12,.500,0,1,.000,0,0,,6,5,11,1,0,0,0,0,12,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Simone Fontecchio,15:46,3,7,.429,2,6,.333,0,0,,1,0,1,1,1,0,1,1,8,-8
7,Omer Yurtseven,15:46,1,3,.333,1,2,.500,0,0,,0,6,6,1,0,0,2,1,3,-8
8,Talen Horton-Tucker,14:21,1,4,.250,0,2,.000,3,4,.750,0,0,0,1,0,0,3,4,5,-15
9,Ochai Agbaji,14:05,4,4,1.000,1,1,1.000,0,0,,0,0,0,1,0,1,1,0,9,-9
10,Collin Sexton,11:14,0,5,.000,0,3,.000,1,2,.500,1,1,2,2,1,0,2,2,1,-16
11,Kris Dunn,4:48,0,1,.000,0,0,,1,2,.500,0,2,2,1,0,1,0,0,1,+2
12,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,,,,,
